Year	PRODUCTNDID	Category_1
2004	ND00783	Fruits
2005	ND00783	Fruits
2006	ND00783	Fruits
2007	ND00783	Fruits
2009	ND00783	Fruits
2010	ND00783	Fruits
2011	ND00783	Fruits
2012	ND00783	Fruits
2013	ND00783	Fruits
2014	ND00783	Fruits
2001	ND01301	Sauces_Soups_Condiments_Dressing
2002	ND01301	Sauces_Soups_Condiments_Dressing
2003	ND01301	Sauces_Soups_Condiments_Dressing
2004	ND01301	Sauces_Soups_Condiments_Dressing
2005	ND01301	Sauces_Soups_Condiments_Dressing
2006	ND01301	Sauces_Soups_Condiments_Dressing
2007	ND01301	Sauces_Soups_Condiments_Dressing
2009	ND01301	Sauces_Soups_Condiments_Dressing
2010	ND01301	Sauces_Soups_Condiments_Dressing
2011	ND01301	Sauces_Soups_Condiments_Dressing
2012	ND01301	Sauces_Soups_Condiments_Dressing
2013	ND01301	Sauces_Soups_Condiments_Dressing
2014	ND01301	Sauces_Soups_Condiments_Dressing
2015	ND01670	Vegetables
2015	ND01687	Vegetables
2004	ND00334	Dairy_and_Egg
2005	ND00334	Dairy_and_Egg
2006	ND00334	Dairy_and_Egg
2007	ND00334	Dairy_and_Egg
2009	ND00334	Dairy_and_Egg
2010	ND00334	Dairy_and_Egg
2011	ND00334	Dairy_and_Egg
2012	ND00334	Dairy_and_Egg
2013	ND00334	Dairy_and_Egg
2014	ND00334	Dairy_and_Egg
2009	RNFD02125	Meats
2010	RNFD02125	Meats
2012	RNFD02125	Meats
2013	RNFD02125	Meats
1997	ND01750	Vegetables
2000	ND01750	Vegetables
2001	ND01750	Vegetables
2002	ND01750	Vegetables
2003	ND01750	Vegetables
2004	ND01750	Vegetables
2005	ND01750	Vegetables
2006	ND01750	Vegetables
2007	ND01750	Vegetables
2009	ND01750	Vegetables
2010	ND01750	Vegetables
2011	ND01750	Vegetables
2012	ND01750	Vegetables
2013	ND01750	Vegetables
2014	ND01750	Vegetables
2015	ND01686	Vegetables
2015	ND01684	Vegetables
2012	ND01796	Vegetables
2013	ND01796	Vegetables
2014	ND01796	Vegetables
2004	RNFD02028	Dairy_and_Egg
2005	RNFD02028	Dairy_and_Egg
2006	RNFD02028	Dairy_and_Egg
2007	RNFD02028	Dairy_and_Egg
2009	RNFD02028	Dairy_and_Egg
2010	ND00299	Beverages
2011	ND00299	Beverages
2012	ND00299	Beverages
2013	ND00299	Beverages
2014	ND00299	Beverages
2004	RNFD02121	Dairy_and_Egg
2005	RNFD02121	Dairy_and_Egg
2006	RNFD02121	Dairy_and_Egg
2007	RNFD02121	Dairy_and_Egg
2015	ND01762	Vegetables
2012	ND01614	Sweets
2013	ND01614	Sweets
2014	ND01614	Sweets
2015	ND01646	Vegetables
2004	RNFD02134	Fats_and_Oils
2005	RNFD02134	Fats_and_Oils
2006	RNFD02134	Fats_and_Oils
2004	ND00606	Fats_and_Oils
2005	ND00606	Fats_and_Oils
2006	ND00606	Fats_and_Oils
2007	ND00606	Fats_and_Oils
2009	ND00606	Fats_and_Oils
2010	ND00606	Fats_and_Oils
2011	ND00606	Fats_and_Oils
2012	ND00606	Fats_and_Oils
2013	ND00606	Fats_and_Oils
2014	ND00606	Fats_and_Oils
1997	RNFD02063	Vegetables
2000	RNFD02063	Vegetables
2001	RNFD02063	Vegetables
1997	ND01699	Vegetables
2000	ND01699	Vegetables
2001	ND01699	Vegetables
2002	ND01699	Vegetables
2003	ND01699	Vegetables
2004	ND01699	Vegetables
2005	ND01699	Vegetables
2006	ND01699	Vegetables
2007	ND01699	Vegetables
2009	ND01699	Vegetables
2010	ND01699	Vegetables
2011	ND01699	Vegetables
2012	ND01699	Vegetables
2013	ND01699	Vegetables
2014	ND01699	Vegetables
2015	ND01649	Vegetables
2013	ND00411	Dairy_and_Egg
2014	ND00411	Dairy_and_Egg
2015	ND01651	Vegetables
2013	ND00414	Dairy_and_Egg
2014	ND00414	Dairy_and_Egg
2015	ND01652	Vegetables
2015	ND01654	Vegetables
2009	RNFD02142	Meats
2009	RNFD02008	Fruits
2012	RNFD02008	Fruits
2013	RNFD02008	Fruits
2009	ND00750	Fruits
2010	ND00750	Fruits
2011	ND00750	Fruits
2012	ND00750	Fruits
2013	ND00750	Fruits
2014	ND00750	Fruits
2015	ND01657	Vegetables
2002	RNFD02150	Vegetables
2003	RNFD02150	Vegetables
2004	RNFD02150	Vegetables
2005	RNFD02150	Vegetables
2006	RNFD02150	Vegetables
2007	RNFD02150	Vegetables
2009	RNFD02150	Vegetables
2004	ND00456	Dairy_and_Egg
2005	ND00456	Dairy_and_Egg
2006	ND00456	Dairy_and_Egg
2007	ND00456	Dairy_and_Egg
2009	ND00456	Dairy_and_Egg
2010	ND00456	Dairy_and_Egg
2011	ND00456	Dairy_and_Egg
2012	ND00456	Dairy_and_Egg
2013	ND00456	Dairy_and_Egg
2014	ND00456	Dairy_and_Egg
2015	ND01668	Vegetables
2004	ND00787	Fruits
2005	ND00787	Fruits
2006	ND00787	Fruits
2007	ND00787	Fruits
2009	ND00787	Fruits
2010	ND00787	Fruits
2011	ND00787	Fruits
2012	ND00787	Fruits
2013	ND00787	Fruits
2014	ND00787	Fruits
2015	ND01672	Vegetables
2012	ND00825	Fruits
2013	ND00825	Fruits
2014	ND00825	Fruits
2015	ND01671	Vegetables
2015	ND01676	Vegetables
2009	ND00649	Fats_and_Oils
2011	ND00649	Fats_and_Oils
2012	ND00649	Fats_and_Oils
2013	ND00649	Fats_and_Oils
2014	ND00649	Fats_and_Oils
2009	ND00707	Fats_and_Oils
2010	ND00707	Fats_and_Oils
2011	ND00707	Fats_and_Oils
2012	ND00707	Fats_and_Oils
2013	ND00707	Fats_and_Oils
2014	ND00707	Fats_and_Oils
2006	ND00649	Fats_and_Oils
2007	ND00649	Fats_and_Oils
2004	ND00707	Fats_and_Oils
2005	ND00707	Fats_and_Oils
2006	ND00707	Fats_and_Oils
2007	ND00707	Fats_and_Oils
2015	ND01681	Vegetables
2015	ND01772	Vegetables
2015	ND01766	Vegetables
2009	RNFD02167	Grains
2009	ND01358	Sauces_Soups_Condiments_Dressing
2010	ND01358	Sauces_Soups_Condiments_Dressing
2011	ND01358	Sauces_Soups_Condiments_Dressing
2012	ND01358	Sauces_Soups_Condiments_Dressing
2013	ND01358	Sauces_Soups_Condiments_Dressing
2014	ND01358	Sauces_Soups_Condiments_Dressing
2013	RNFD02170	Sauces_Soups_Condiments_Dressing
2011	ND01387	Sauces_Soups_Condiments_Dressing
2012	ND01387	Sauces_Soups_Condiments_Dressing
2013	ND01387	Sauces_Soups_Condiments_Dressing
2014	ND01387	Sauces_Soups_Condiments_Dressing
2015	ND01691	Vegetables
2005	ND00746	Formulas
2006	ND00746	Formulas
2007	ND00746	Formulas
2009	ND00746	Formulas
2010	ND00746	Formulas
2011	ND00746	Formulas
2002	ND00746	Formulas
2015	ND01698	Vegetables
2015	ND01700	Vegetables
1997	RNFD02189	Grains
2000	RNFD02189	Grains
2001	RNFD02189	Grains
2002	RNFD02189	Grains
2003	RNFD02189	Grains
2003	ND00742	Formulas
2004	ND00742	Formulas
2005	ND00742	Formulas
2006	ND00742	Formulas
2007	ND00742	Formulas
2009	ND00742	Formulas
2010	ND00742	Formulas
2011	ND00742	Formulas
2012	ND00742	Formulas
2013	ND00742	Formulas
2014	ND00742	Formulas
2015	ND01699	Vegetables
2009	RNFD02193	Seafood
2010	RNFD02193	Seafood
2010	ND00853	Grains
2011	ND00853	Grains
2012	ND00853	Grains
2013	ND00853	Grains
2014	ND00853	Grains
2009	ND00853	Grains
2015	ND01703	Vegetables
2013	ND01713	Vegetables
2014	ND01713	Vegetables
2015	ND01706	Vegetables
2009	RNFD02207	Dairy_and_Egg
2010	RNFD02207	Dairy_and_Egg
2009	RNFD02208	Meats
2010	RNFD02208	Meats
2011	RNFD02208	Meats
2012	RNFD02208	Meats
2015	ND01713	Vegetables
2015	ND01479	Vegetables
2015	ND01714	Vegetables
2013	ND01186	Meats
2014	ND01186	Meats
2010	ND01186	Meats
2011	ND01186	Meats
2012	ND01186	Meats
2009	RNFD02214	Dairy_and_Egg
2009	RNFD02215	Dairy_and_Egg
2004	RNFD02215	Dairy_and_Egg
2005	RNFD02215	Dairy_and_Egg
2006	RNFD02215	Dairy_and_Egg
2007	RNFD02215	Dairy_and_Egg
2009	RNFD02216	Dairy_and_Egg
2010	RNFD02216	Dairy_and_Egg
2011	RNFD02216	Dairy_and_Egg
2012	RNFD02216	Dairy_and_Egg
2015	ND01717	Vegetables
2014	ND00336	Dairy_and_Egg
2015	ND01718	Vegetables
2004	ND00336	Dairy_and_Egg
2005	ND00336	Dairy_and_Egg
2006	ND00336	Dairy_and_Egg
2007	ND00336	Dairy_and_Egg
2013	ND00336	Dairy_and_Egg
1997	ND00336	Dairy_and_Egg
2000	ND00336	Dairy_and_Egg
2001	ND00336	Dairy_and_Egg
2004	RNFD02223	Dairy_and_Egg
2005	RNFD02223	Dairy_and_Egg
2006	RNFD02223	Dairy_and_Egg
2007	RNFD02223	Dairy_and_Egg
2009	RNFD02223	Dairy_and_Egg
1997	RNFD02223	Dairy_and_Egg
2000	RNFD02223	Dairy_and_Egg
2001	RNFD02223	Dairy_and_Egg
2002	RNFD02223	Dairy_and_Egg
2003	RNFD02223	Dairy_and_Egg
2002	ND00336	Dairy_and_Egg
2003	ND00336	Dairy_and_Egg
2015	ND01719	Vegetables
2009	RNFD02229	Vegetables
2010	RNFD02229	Vegetables
2011	RNFD02229	Vegetables
2012	RNFD02229	Vegetables
2013	ND00620	Fats_and_Oils
2014	ND00620	Fats_and_Oils
2015	ND01722	Vegetables
2010	ND00622	Fats_and_Oils
2011	ND00622	Fats_and_Oils
2012	ND00622	Fats_and_Oils
2013	ND00622	Fats_and_Oils
2014	ND00622	Fats_and_Oils
1997	ND01258	Nuts_and_Seeds
2000	ND01258	Nuts_and_Seeds
2001	ND01258	Nuts_and_Seeds
2005	ND01258	Nuts_and_Seeds
2006	ND01258	Nuts_and_Seeds
2007	ND01258	Nuts_and_Seeds
2009	ND01258	Nuts_and_Seeds
2010	ND01258	Nuts_and_Seeds
2011	ND01258	Nuts_and_Seeds
2012	ND01258	Nuts_and_Seeds
2013	ND01258	Nuts_and_Seeds
2014	ND01258	Nuts_and_Seeds
2006	RNFD02250	Sweets
2007	RNFD02250	Sweets
2009	RNFD02250	Sweets
1997	ND01254	Nuts_and_Seeds
2000	ND01254	Nuts_and_Seeds
2001	ND01254	Nuts_and_Seeds
2002	ND01254	Nuts_and_Seeds
2003	ND01254	Nuts_and_Seeds
2004	ND01254	Nuts_and_Seeds
2005	ND01254	Nuts_and_Seeds
2006	ND01254	Nuts_and_Seeds
2007	ND01254	Nuts_and_Seeds
2009	ND01254	Nuts_and_Seeds
2010	ND01254	Nuts_and_Seeds
2011	ND01254	Nuts_and_Seeds
2012	ND01254	Nuts_and_Seeds
2013	ND01254	Nuts_and_Seeds
2014	ND01254	Nuts_and_Seeds
2015	ND01726	Vegetables
2006	RNFD02257	Fats_and_Oils
2007	RNFD02257	Fats_and_Oils
2009	RNFD02257	Fats_and_Oils
2006	RNFD02254	Fats_and_Oils
2007	RNFD02254	Fats_and_Oils
2009	RNFD02254	Fats_and_Oils
2007	RNFD02260	Fats_and_Oils
2009	RNFD02261	Fats_and_Oils
2010	RNFD02261	Fats_and_Oils
2011	RNFD02261	Fats_and_Oils
2012	RNFD02261	Fats_and_Oils
2013	RNFD02261	Fats_and_Oils
2011	ND00917	Grains
2012	ND00917	Grains
2013	ND00917	Grains
2014	ND00917	Grains
2004	RNFD02268	Meats
2005	RNFD02268	Meats
2006	RNFD02268	Meats
2007	RNFD02268	Meats
2009	RNFD02271	Meats
2010	RNFD02271	Meats
2010	RNFD02274	Meats
2011	RNFD02274	Meats
2010	ND01557	Sweets
2011	ND01557	Sweets
2012	ND01557	Sweets
2013	ND01557	Sweets
2014	ND01557	Sweets
2010	ND01559	Sweets
2011	ND01559	Sweets
2012	ND01559	Sweets
2013	ND01559	Sweets
2014	ND01559	Sweets
1997	ND01257	Nuts_and_Seeds
2000	ND01257	Nuts_and_Seeds
2001	ND01257	Nuts_and_Seeds
2002	ND01257	Nuts_and_Seeds
2003	ND01257	Nuts_and_Seeds
2004	ND01257	Nuts_and_Seeds
2005	ND01257	Nuts_and_Seeds
2006	ND01257	Nuts_and_Seeds
2007	ND01257	Nuts_and_Seeds
2009	ND01257	Nuts_and_Seeds
2010	ND01257	Nuts_and_Seeds
2011	ND01257	Nuts_and_Seeds
2012	ND01257	Nuts_and_Seeds
2013	ND01257	Nuts_and_Seeds
2014	ND01257	Nuts_and_Seeds
2010	ND01561	Sweets
2011	ND01561	Sweets
2012	ND01561	Sweets
2013	ND01561	Sweets
2014	ND01561	Sweets
2010	ND01563	Sweets
2011	ND01563	Sweets
2012	ND01563	Sweets
2013	ND01563	Sweets
2014	ND01563	Sweets
2010	ND01564	Sweets
2011	ND01564	Sweets
2012	ND01564	Sweets
2013	ND01564	Sweets
2014	ND01564	Sweets
2010	RNFD02284	Sweets
2011	RNFD02284	Sweets
2012	RNFD02284	Sweets
2009	RNFD02285	Sweets
2009	RNFD02286	Sweets
2009	ND01561	Sweets
2009	ND01563	Sweets
2009	ND01564	Sweets
2014	ND01572	Sweets
2015	ND01730	Vegetables
2012	ND01574	Sweets
2013	ND01574	Sweets
2014	ND01574	Sweets
2015	ND01728	Vegetables
2014	ND01583	Sweets
2015	ND01727	Vegetables
2013	ND01575	Sweets
2014	ND01575	Sweets
2014	ND01576	Sweets
2010	ND01583	Sweets
2011	ND01583	Sweets
2010	ND01576	Sweets
2011	ND01576	Sweets
2012	ND01576	Sweets
2013	ND01576	Sweets
2015	ND01750	Vegetables
2014	ND00709	Formulas
2001	ND00408	Dairy_and_Egg
2010	ND00408	Dairy_and_Egg
2011	ND00408	Dairy_and_Egg
2012	ND00408	Dairy_and_Egg
2014	RNFD02299	Dairy_and_Egg
2010	RNFD02299	Dairy_and_Egg
2011	RNFD02299	Dairy_and_Egg
2012	RNFD02299	Dairy_and_Egg
2013	RNFD02299	Dairy_and_Egg
2010	RNFD02300	Dairy_and_Egg
2011	RNFD02300	Dairy_and_Egg
2012	RNFD02300	Dairy_and_Egg
2013	RNFD02300	Dairy_and_Egg
2014	RNFD02300	Dairy_and_Egg
2009	RNFD02299	Dairy_and_Egg
2009	ND00407	Dairy_and_Egg
2002	ND00407	Dairy_and_Egg
2003	ND00407	Dairy_and_Egg
2004	ND00407	Dairy_and_Egg
2005	ND00407	Dairy_and_Egg
2006	ND00407	Dairy_and_Egg
2007	ND00407	Dairy_and_Egg
2001	ND00407	Dairy_and_Egg
2010	ND00407	Dairy_and_Egg
2011	ND00407	Dairy_and_Egg
2012	ND00407	Dairy_and_Egg
2013	ND00407	Dairy_and_Egg
2014	ND00407	Dairy_and_Egg
2015	ND01757	Vegetables
2013	ND00408	Dairy_and_Egg
2014	ND00408	Dairy_and_Egg
2010	ND00339	Dairy_and_Egg
2011	ND00339	Dairy_and_Egg
2012	ND00339	Dairy_and_Egg
2013	ND00339	Dairy_and_Egg
2009	ND00339	Dairy_and_Egg
2009	ND00408	Dairy_and_Egg
2009	RNFD02300	Dairy_and_Egg
2002	ND00408	Dairy_and_Egg
2003	ND00408	Dairy_and_Egg
2004	ND00408	Dairy_and_Egg
2005	ND00408	Dairy_and_Egg
2006	ND00408	Dairy_and_Egg
2007	ND00408	Dairy_and_Egg
2013	ND01266	Nuts_and_Seeds
2014	ND01266	Nuts_and_Seeds
2005	RNFD02306	Nuts_and_Seeds
2006	RNFD02306	Nuts_and_Seeds
2007	RNFD02306	Nuts_and_Seeds
2009	RNFD02306	Nuts_and_Seeds
2010	RNFD02306	Nuts_and_Seeds
2011	RNFD02306	Nuts_and_Seeds
2012	RNFD02306	Nuts_and_Seeds
2013	RNFD02310	Vegetables
1997	RNFD02311	Meats
2000	RNFD02311	Meats
2001	RNFD02311	Meats
2002	RNFD02311	Meats
2003	RNFD02311	Meats
2004	RNFD02311	Meats
2005	RNFD02311	Meats
2006	RNFD02311	Meats
2007	RNFD02311	Meats
2015	ND01711	Vegetables
2010	RNFD02312	Meats
2011	RNFD02312	Meats
2012	RNFD02312	Meats
2013	RNFD02312	Meats
2005	ND01141	Meats
2006	ND01141	Meats
2007	ND01141	Meats
2009	ND01141	Meats
2010	ND01141	Meats
2011	ND01141	Meats
2012	ND01141	Meats
2013	ND01141	Meats
2014	ND01141	Meats
2009	RNFD02313	Meats
2010	RNFD02313	Meats
2009	ND00708	Fats_and_Oils
2010	ND00650	Fats_and_Oils
2011	ND00650	Fats_and_Oils
2012	ND00650	Fats_and_Oils
2013	ND00650	Fats_and_Oils
2014	ND00650	Fats_and_Oils
2010	ND00708	Fats_and_Oils
2011	ND00708	Fats_and_Oils
2012	ND00708	Fats_and_Oils
2013	ND00708	Fats_and_Oils
2011	RNFD02315	Fats_and_Oils
2012	RNFD02315	Fats_and_Oils
2013	RNFD02315	Fats_and_Oils
2009	RNFD02315	Fats_and_Oils
2014	ND00708	Fats_and_Oils
2015	ND01780	Vegetables
2015	ND01779	Vegetables
2015	ND01783	Vegetables
2015	ND01793	Vegetables
2009	RNFD02330	Vegetables
2015	ND01796	Vegetables
2010	ND01452	Seafood
2011	ND01452	Seafood
2000	ND01441	Seafood
2001	ND01441	Seafood
2012	ND01452	Seafood
2014	ND01452	Seafood
2009	ND01440	Seafood
1997	ND01440	Seafood
2000	ND01440	Seafood
2001	ND01440	Seafood
2002	ND01440	Seafood
2003	ND01440	Seafood
2004	ND01440	Seafood
2005	ND01440	Seafood
2006	ND01440	Seafood
2007	ND01440	Seafood
2010	ND01440	Seafood
2014	ND01440	Seafood
2011	ND01440	Seafood
2012	ND01440	Seafood
2002	ND01441	Seafood
2003	ND01441	Seafood
2004	ND01441	Seafood
2005	ND01441	Seafood
2006	ND01441	Seafood
2007	ND01441	Seafood
2009	ND01441	Seafood
2010	ND01441	Seafood
2014	ND01441	Seafood
2015	ND00041	Baby_Foods
2011	ND01441	Seafood
2012	ND01441	Seafood
2004	RNFD02336	Seafood
2005	RNFD02336	Seafood
2006	RNFD02336	Seafood
2007	RNFD02336	Seafood
2009	RNFD02336	Seafood
2015	ND00085	Baby_Foods
2015	ND00094	Baby_Foods
2013	RNFD02342	Meats
2009	RNFD02342	Meats
2010	RNFD02342	Meats
2004	RNFD02344	Meats
2005	RNFD02344	Meats
2006	RNFD02344	Meats
2007	RNFD02344	Meats
2009	ND01596	Sweets
2013	ND01596	Sweets
2014	ND01596	Sweets
2010	ND00585	Dairy_and_Egg
2011	ND00585	Dairy_and_Egg
2009	ND00585	Dairy_and_Egg
2015	ND00098	Baby_Foods
2012	ND00529	Dairy_and_Egg
2013	ND00529	Dairy_and_Egg
2012	ND00585	Dairy_and_Egg
2013	ND00585	Dairy_and_Egg
2015	ND00097	Baby_Foods
2014	ND00585	Dairy_and_Egg
2014	ND00529	Dairy_and_Egg
2015	ND00111	Baby_Foods
2015	ND00112	Baby_Foods
2002	RNFD02372	Sweets
2003	RNFD02372	Sweets
2004	RNFD02372	Sweets
2001	RNFD02377	Sweets
2005	RNFD02383	Sweets
2006	RNFD02383	Sweets
2007	RNFD02383	Sweets
2009	RNFD02383	Sweets
2010	RNFD02383	Sweets
2011	RNFD02383	Sweets
2012	RNFD02383	Sweets
2005	RNFD02384	Sweets
2006	RNFD02384	Sweets
2007	RNFD02384	Sweets
2009	RNFD02384	Sweets
2010	RNFD02384	Sweets
2011	RNFD02384	Sweets
2012	RNFD02384	Sweets
2005	RNFD02386	Sweets
2006	RNFD02386	Sweets
2007	RNFD02386	Sweets
2002	RNFD02387	Sweets
2003	RNFD02387	Sweets
2004	RNFD02387	Sweets
2009	RNFD02390	Sweets
2010	RNFD02390	Sweets
2011	RNFD02390	Sweets
2012	RNFD02390	Sweets
2005	RNFD02390	Sweets
2006	RNFD02390	Sweets
2007	RNFD02390	Sweets
2005	RNFD02393	Sweets
2006	RNFD02393	Sweets
2007	RNFD02393	Sweets
2009	RNFD02393	Sweets
2010	RNFD02393	Sweets
2011	RNFD02393	Sweets
2012	RNFD02393	Sweets
2009	RNFD02394	Sweets
2010	RNFD02394	Sweets
2011	RNFD02394	Sweets
2012	RNFD02394	Sweets
2001	RNFD02387	Sweets
2003	ND00770	Fruits
2004	ND00770	Fruits
2005	ND00770	Fruits
2006	ND00770	Fruits
2007	ND00770	Fruits
2009	ND00770	Fruits
2010	ND00770	Fruits
2011	ND00770	Fruits
2012	ND00770	Fruits
2013	ND00770	Fruits
2014	ND00770	Fruits
2015	ND00119	Baby_Foods
2009	RNFD02399	Nuts_and_Seeds
2010	ND00305	Beverages
2011	ND00305	Beverages
2012	ND00305	Beverages
2013	ND00305	Beverages
2014	ND00305	Beverages
2015	ND00129	Baby_Foods
2005	RNFD02407	Vegetables
2006	RNFD02407	Vegetables
2007	RNFD02407	Vegetables
2009	RNFD02407	Vegetables
2013	RNFD02409	Fruits
2013	ND00433	Dairy_and_Egg
2014	ND00433	Dairy_and_Egg
2015	ND00124	Baby_Foods
2009	ND00433	Dairy_and_Egg
2010	ND00433	Dairy_and_Egg
2011	ND00433	Dairy_and_Egg
2012	ND00433	Dairy_and_Egg
2010	RNFD02411	Meats
2011	RNFD02411	Meats
2012	RNFD02411	Meats
2013	RNFD02416	Fruits
2015	ND00137	Baby_Foods
2015	ND00113	Baby_Foods
2012	ND01404	Sauces_Soups_Condiments_Dressing
2013	ND01404	Sauces_Soups_Condiments_Dressing
2014	ND01404	Sauces_Soups_Condiments_Dressing
2015	ND00148	Baby_Foods
2005	RNFD02432	Sauces_Soups_Condiments_Dressing
2006	RNFD02432	Sauces_Soups_Condiments_Dressing
2007	RNFD02432	Sauces_Soups_Condiments_Dressing
2009	ND01404	Sauces_Soups_Condiments_Dressing
2010	ND01404	Sauces_Soups_Condiments_Dressing
2011	ND01404	Sauces_Soups_Condiments_Dressing
2009	ND01410	Sauces_Soups_Condiments_Dressing
2011	ND01410	Sauces_Soups_Condiments_Dressing
2012	ND01410	Sauces_Soups_Condiments_Dressing
2010	ND01410	Sauces_Soups_Condiments_Dressing
2013	ND01410	Sauces_Soups_Condiments_Dressing
2014	ND01410	Sauces_Soups_Condiments_Dressing
2015	ND00151	Baby_Foods
2015	ND00149	Baby_Foods
2015	ND00188	Baby_Foods
2001	RNFD02442	Meats
2015	ND00203	Baby_Foods
2003	RNFD02448	Sweets
2004	RNFD02448	Sweets
2005	RNFD02448	Sweets
2006	RNFD02448	Sweets
2007	RNFD02448	Sweets
2009	RNFD02448	Sweets
2015	ND00200	Baby_Foods
2015	ND00202	Baby_Foods
1997	ND00452	Dairy_and_Egg
2000	ND00452	Dairy_and_Egg
2001	ND00452	Dairy_and_Egg
2002	ND00452	Dairy_and_Egg
2003	ND00452	Dairy_and_Egg
2004	ND00452	Dairy_and_Egg
2005	ND00452	Dairy_and_Egg
2006	ND00452	Dairy_and_Egg
2007	ND00452	Dairy_and_Egg
1997	RNFD02455	Dairy_and_Egg
2005	RNFD02455	Dairy_and_Egg
2006	RNFD02455	Dairy_and_Egg
2007	RNFD02455	Dairy_and_Egg
2009	RNFD02455	Dairy_and_Egg
2012	ND00452	Dairy_and_Egg
2013	ND00452	Dairy_and_Egg
2014	ND00452	Dairy_and_Egg
1997	RNFD02457	Dairy_and_Egg
2000	RNFD02457	Dairy_and_Egg
2001	RNFD02457	Dairy_and_Egg
2002	RNFD02457	Dairy_and_Egg
2003	RNFD02457	Dairy_and_Egg
2004	RNFD02457	Dairy_and_Egg
2005	RNFD02457	Dairy_and_Egg
2006	RNFD02457	Dairy_and_Egg
2007	RNFD02457	Dairy_and_Egg
1997	ND01472	Spices_and_Herbs
2000	ND01472	Spices_and_Herbs
