Year	PRODUCTNDID	Category_1
2009	ND00475	Dairy_and_Egg
2010	ND00475	Dairy_and_Egg
2011	ND00475	Dairy_and_Egg
2012	ND00475	Dairy_and_Egg
2013	ND00475	Dairy_and_Egg
2014	ND00475	Dairy_and_Egg
2009	ND00471	Dairy_and_Egg
2010	ND00471	Dairy_and_Egg
2011	ND00471	Dairy_and_Egg
2012	ND00471	Dairy_and_Egg
2013	ND00471	Dairy_and_Egg
2014	ND00471	Dairy_and_Egg
2009	ND00470	Dairy_and_Egg
2010	ND00470	Dairy_and_Egg
2011	ND00470	Dairy_and_Egg
2012	ND00470	Dairy_and_Egg
2013	ND00470	Dairy_and_Egg
2014	ND00470	Dairy_and_Egg
2009	ND00476	Dairy_and_Egg
2010	ND00476	Dairy_and_Egg
2011	ND00476	Dairy_and_Egg
2012	ND00476	Dairy_and_Egg
2013	ND00476	Dairy_and_Egg
2014	ND00476	Dairy_and_Egg
2009	RNFD00533	Dairy_and_Egg
2010	RNFD00533	Dairy_and_Egg
2011	RNFD00533	Dairy_and_Egg
2012	RNFD00533	Dairy_and_Egg
2009	RNFD00535	Dairy_and_Egg
2010	RNFD00535	Dairy_and_Egg
2011	RNFD00535	Dairy_and_Egg
2012	RNFD00535	Dairy_and_Egg
2013	RNFD00535	Dairy_and_Egg
2009	RNFD00536	Dairy_and_Egg
2010	RNFD00536	Dairy_and_Egg
2011	RNFD00536	Dairy_and_Egg
2012	RNFD00536	Dairy_and_Egg
2009	RNFD00537	Dairy_and_Egg
2009	ND00477	Dairy_and_Egg
2010	ND00477	Dairy_and_Egg
2011	ND00477	Dairy_and_Egg
2012	ND00477	Dairy_and_Egg
2013	ND00477	Dairy_and_Egg
2014	ND00477	Dairy_and_Egg
2009	ND00478	Dairy_and_Egg
2010	ND00478	Dairy_and_Egg
2011	ND00478	Dairy_and_Egg
2012	ND00478	Dairy_and_Egg
2013	ND00478	Dairy_and_Egg
2014	ND00478	Dairy_and_Egg
2015	ND00430	Dairy_and_Egg
2009	RNFD00538	Dairy_and_Egg
2010	RNFD00538	Dairy_and_Egg
2011	RNFD00538	Dairy_and_Egg
2012	RNFD00538	Dairy_and_Egg
2013	RNFD00538	Dairy_and_Egg
2009	RNFD00539	Dairy_and_Egg
2010	RNFD00539	Dairy_and_Egg
2011	RNFD00539	Dairy_and_Egg
2012	RNFD00539	Dairy_and_Egg
2009	ND00479	Dairy_and_Egg
2010	ND00479	Dairy_and_Egg
2011	ND00479	Dairy_and_Egg
2012	ND00479	Dairy_and_Egg
2013	ND00479	Dairy_and_Egg
2014	ND00479	Dairy_and_Egg
2015	ND00433	Dairy_and_Egg
2009	ND00480	Dairy_and_Egg
2010	ND00480	Dairy_and_Egg
2011	ND00480	Dairy_and_Egg
2012	ND00480	Dairy_and_Egg
2013	ND00480	Dairy_and_Egg
2014	ND00480	Dairy_and_Egg
2015	ND00446	Dairy_and_Egg
2009	ND00481	Dairy_and_Egg
2010	ND00481	Dairy_and_Egg
2011	ND00481	Dairy_and_Egg
2012	ND00481	Dairy_and_Egg
2013	ND00481	Dairy_and_Egg
2014	ND00481	Dairy_and_Egg
2012	ND00482	Dairy_and_Egg
2013	ND00482	Dairy_and_Egg
2014	ND00482	Dairy_and_Egg
2015	ND00445	Dairy_and_Egg
2009	ND00483	Dairy_and_Egg
2010	ND00483	Dairy_and_Egg
2011	ND00483	Dairy_and_Egg
2012	ND00483	Dairy_and_Egg
2013	ND00483	Dairy_and_Egg
2014	ND00483	Dairy_and_Egg
2015	ND00444	Dairy_and_Egg
2009	RNFD00540	Dairy_and_Egg
2010	RNFD00540	Dairy_and_Egg
2011	RNFD00540	Dairy_and_Egg
2012	RNFD00540	Dairy_and_Egg
2015	ND00449	Dairy_and_Egg
2015	ND00448	Dairy_and_Egg
2015	ND00452	Dairy_and_Egg
2002	RNFD00541	Nuts_and_Seeds
2003	RNFD00541	Nuts_and_Seeds
2004	RNFD00541	Nuts_and_Seeds
2005	RNFD00541	Nuts_and_Seeds
2006	RNFD00541	Nuts_and_Seeds
2007	RNFD00541	Nuts_and_Seeds
2009	RNFD00541	Nuts_and_Seeds
2003	ND01618	Vegetables
2004	ND01618	Vegetables
2005	ND01618	Vegetables
2006	ND01618	Vegetables
2007	ND01618	Vegetables
2015	ND00456	Dairy_and_Egg
2000	RNFD00552	Vegetables
2001	RNFD00552	Vegetables
2002	RNFD00552	Vegetables
2003	RNFD00552	Vegetables
2009	RNFD00552	Vegetables
2010	RNFD00552	Vegetables
2011	RNFD00552	Vegetables
2014	ND01646	Vegetables
2004	RNFD00552	Vegetables
2005	RNFD00552	Vegetables
2006	RNFD00552	Vegetables
2007	RNFD00552	Vegetables
2012	RNFD00552	Vegetables
2009	ND01646	Vegetables
2010	ND01646	Vegetables
2011	ND01646	Vegetables
2012	ND01646	Vegetables
2013	ND01646	Vegetables
2015	ND00464	Dairy_and_Egg
2009	ND00820	Fruits
2014	ND00820	Fruits
2012	ND00820	Fruits
2013	ND00820	Fruits
2015	ND00465	Dairy_and_Egg
2013	ND00836	Fruits
2014	ND00836	Fruits
2000	ND01649	Vegetables
2001	ND01649	Vegetables
2002	ND01649	Vegetables
2003	ND01649	Vegetables
2015	ND00466	Dairy_and_Egg
2004	ND01649	Vegetables
2005	ND01649	Vegetables
2006	ND01649	Vegetables
2007	ND01649	Vegetables
2009	ND01649	Vegetables
2010	ND01649	Vegetables
2011	ND01649	Vegetables
2012	ND01649	Vegetables
2013	ND01649	Vegetables
2014	ND01649	Vegetables
2009	ND01618	Vegetables
2010	ND01618	Vegetables
2011	ND01618	Vegetables
2012	ND01618	Vegetables
2013	ND01618	Vegetables
2014	ND01618	Vegetables
2013	ND01779	Vegetables
2013	ND01780	Vegetables
2014	ND01779	Vegetables
2015	ND00522	Dairy_and_Egg
2009	ND01698	Vegetables
2010	ND01698	Vegetables
2011	ND01698	Vegetables
2012	ND01698	Vegetables
2013	ND01698	Vegetables
2004	RNFD00565	Vegetables
2005	RNFD00565	Vegetables
2006	RNFD00565	Vegetables
2007	RNFD00565	Vegetables
2009	RNFD00565	Vegetables
2010	RNFD00565	Vegetables
2011	RNFD00565	Vegetables
2012	RNFD00565	Vegetables
2014	ND01780	Vegetables
2009	RNFD00562	Vegetables
2010	RNFD00562	Vegetables
2011	RNFD00562	Vegetables
2012	RNFD00562	Vegetables
2004	RNFD00561	Vegetables
2005	RNFD00561	Vegetables
2006	RNFD00561	Vegetables
2007	RNFD00561	Vegetables
2009	RNFD00561	Vegetables
2010	RNFD00561	Vegetables
2011	RNFD00561	Vegetables
2012	RNFD00561	Vegetables
2015	ND00518	Dairy_and_Egg
2015	ND00474	Dairy_and_Egg
2015	ND00475	Dairy_and_Egg
1997	RNFD00569	Fruits
2000	RNFD00569	Fruits
2001	RNFD00569	Fruits
2002	RNFD00569	Fruits
2003	RNFD00569	Fruits
2015	ND00471	Dairy_and_Egg
2015	ND00470	Dairy_and_Egg
2004	RNFD00573	Vegetables
2005	RNFD00573	Vegetables
2006	RNFD00573	Vegetables
2007	RNFD00573	Vegetables
2009	RNFD00573	Vegetables
2010	RNFD00573	Vegetables
2011	RNFD00573	Vegetables
2012	RNFD00573	Vegetables
2013	RNFD00573	Vegetables
1997	ND00805	Fruits
2000	ND00805	Fruits
2001	ND00805	Fruits
2009	ND00805	Fruits
2012	ND00805	Fruits
2013	ND00805	Fruits
2014	ND00805	Fruits
2015	ND00477	Dairy_and_Egg
1997	ND00838	Fruits
2000	ND00838	Fruits
2001	ND00838	Fruits
2004	ND00838	Fruits
2005	ND00838	Fruits
2006	ND00838	Fruits
2007	ND00838	Fruits
2009	ND00838	Fruits
2012	ND00838	Fruits
2013	ND00838	Fruits
2014	ND00838	Fruits
2015	ND00479	Dairy_and_Egg
1997	ND00827	Fruits
2000	ND00827	Fruits
2001	ND00827	Fruits
2004	ND00827	Fruits
2005	ND00827	Fruits
2006	ND00827	Fruits
2007	ND00827	Fruits
2009	ND00827	Fruits
2002	ND00827	Fruits
2003	ND00827	Fruits
2015	ND00480	Dairy_and_Egg
2015	ND00481	Dairy_and_Egg
2015	ND00483	Dairy_and_Egg
2012	ND00796	Fruits
2013	ND00796	Fruits
2014	ND00796	Fruits
2010	ND00805	Fruits
2011	ND00805	Fruits
2010	ND00808	Fruits
2011	ND00808	Fruits
2012	ND00808	Fruits
2013	ND00808	Fruits
1997	ND01711	Vegetables
2000	ND01711	Vegetables
2001	ND01711	Vegetables
2002	ND01711	Vegetables
2003	ND01711	Vegetables
2004	ND01711	Vegetables
2005	ND01711	Vegetables
2006	ND01711	Vegetables
2007	ND01711	Vegetables
2009	ND01711	Vegetables
2010	ND01711	Vegetables
2011	ND01711	Vegetables
2012	ND01711	Vegetables
2013	ND01711	Vegetables
2014	ND01711	Vegetables
2009	RNFD00584	Vegetables
2010	RNFD00586	Fruits
2011	RNFD00586	Fruits
2010	RNFD00579	Fruits
2011	RNFD00579	Fruits
2012	RNFD00579	Fruits
2013	RNFD00579	Fruits
2014	RNFD00579	Fruits
2009	ND00834	Fruits
2010	ND00834	Fruits
2011	ND00834	Fruits
2012	ND00834	Fruits
2013	ND00834	Fruits
2014	ND00834	Fruits
2015	ND00497	Dairy_and_Egg
2002	RNFD00589	Fruits
2003	RNFD00589	Fruits
2010	RNFD00589	Fruits
2011	RNFD00589	Fruits
2009	RNFD00588	Fruits
2015	ND00498	Dairy_and_Egg
1997	RNFD00590	Vegetables
2000	RNFD00590	Vegetables
2001	RNFD00590	Vegetables
2002	RNFD00590	Vegetables
2003	RNFD00590	Vegetables
2004	RNFD00590	Vegetables
2005	RNFD00590	Vegetables
2006	RNFD00590	Vegetables
2007	RNFD00590	Vegetables
2014	RNFD00590	Vegetables
2015	ND00510	Dairy_and_Egg
2015	ND00500	Dairy_and_Egg
1997	ND01672	Vegetables
2000	ND01672	Vegetables
2001	ND01672	Vegetables
2002	ND01672	Vegetables
2003	ND01672	Vegetables
2013	ND01672	Vegetables
2014	ND01672	Vegetables
2015	ND00501	Dairy_and_Egg
2014	ND00808	Fruits
2000	ND00808	Fruits
2001	ND00808	Fruits
2002	ND00808	Fruits
2003	ND00808	Fruits
2004	ND00808	Fruits
2005	ND00808	Fruits
2006	ND00808	Fruits
2007	ND00808	Fruits
2009	ND00808	Fruits
2015	ND00515	Dairy_and_Egg
2002	ND01651	Vegetables
2003	ND01651	Vegetables
2004	ND01651	Vegetables
2005	ND01651	Vegetables
2006	ND01651	Vegetables
2007	ND01651	Vegetables
2009	ND01651	Vegetables
2010	ND01651	Vegetables
2011	ND01651	Vegetables
2012	ND01651	Vegetables
2014	ND01651	Vegetables
2015	ND00502	Dairy_and_Egg
1997	RNFD00595	Vegetables
2000	RNFD00595	Vegetables
2001	RNFD00595	Vegetables
2002	RNFD00595	Vegetables
2003	RNFD00595	Vegetables
2004	RNFD00595	Vegetables
2005	RNFD00595	Vegetables
2006	RNFD00595	Vegetables
2007	RNFD00595	Vegetables
2009	RNFD00596	Fruits
2005	ND01286	Nuts_and_Seeds
2006	ND01286	Nuts_and_Seeds
2007	ND01286	Nuts_and_Seeds
2009	ND01286	Nuts_and_Seeds
2012	ND01286	Nuts_and_Seeds
2013	ND01286	Nuts_and_Seeds
2014	ND01286	Nuts_and_Seeds
2015	ND00503	Dairy_and_Egg
2010	ND01286	Nuts_and_Seeds
2011	ND01286	Nuts_and_Seeds
2015	ND00513	Dairy_and_Egg
2005	ND01218	Nuts_and_Seeds
2006	ND01218	Nuts_and_Seeds
2007	ND01218	Nuts_and_Seeds
2009	ND01218	Nuts_and_Seeds
2015	ND00514	Dairy_and_Egg
2015	ND00504	Dairy_and_Egg
2000	RNFD00605	Beverages
2003	RNFD00605	Beverages
2004	RNFD00605	Beverages
2005	RNFD00605	Beverages
2006	RNFD00605	Beverages
2007	RNFD00605	Beverages
2001	RNFD00605	Beverages
2002	RNFD00605	Beverages
2000	RNFD00616	Beverages
2004	RNFD00632	Beverages
2005	RNFD00632	Beverages
2006	RNFD00632	Beverages
2007	RNFD00632	Beverages
2009	RNFD00632	Beverages
2009	ND00305	Beverages
2000	ND00305	Beverages
2001	ND00305	Beverages
2002	ND00305	Beverages
2003	ND00305	Beverages
2004	ND00305	Beverages
2005	ND00305	Beverages
2006	ND00305	Beverages
2007	ND00305	Beverages
2009	ND00778	Fruits
2010	ND00778	Fruits
2011	ND00778	Fruits
2012	ND00778	Fruits
2013	ND00778	Fruits
2014	ND00778	Fruits
2015	ND00533	Dairy_and_Egg
2010	ND00801	Fruits
2011	ND00801	Fruits
2012	ND00801	Fruits
2009	ND00801	Fruits
2015	ND00532	Dairy_and_Egg
2015	ND00539	Dairy_and_Egg
1997	RNFD00662	Fruits
2000	RNFD00662	Fruits
2001	RNFD00662	Fruits
2004	RNFD00662	Fruits
2005	RNFD00662	Fruits
2006	RNFD00662	Fruits
2007	RNFD00662	Fruits
2009	RNFD00662	Fruits
2015	ND00541	Dairy_and_Egg
2002	RNFD00663	Fruits
2003	RNFD00663	Fruits
2015	ND00545	Dairy_and_Egg
2015	ND00543	Dairy_and_Egg
2012	ND00845	Fruits
2013	ND00845	Fruits
2014	ND00845	Fruits
2015	ND00542	Dairy_and_Egg
2009	ND00845	Fruits
2015	ND00485	Dairy_and_Egg
2015	ND00486	Dairy_and_Egg
2015	ND00529	Dairy_and_Egg
2001	ND01295	Sauces_Soups_Condiments_Dressing
2002	ND01295	Sauces_Soups_Condiments_Dressing
2003	ND01295	Sauces_Soups_Condiments_Dressing
2004	ND01295	Sauces_Soups_Condiments_Dressing
2005	ND01295	Sauces_Soups_Condiments_Dressing
2006	ND01295	Sauces_Soups_Condiments_Dressing
2007	ND01295	Sauces_Soups_Condiments_Dressing
2009	ND01295	Sauces_Soups_Condiments_Dressing
2010	ND01295	Sauces_Soups_Condiments_Dressing
2011	ND01295	Sauces_Soups_Condiments_Dressing
2012	ND01295	Sauces_Soups_Condiments_Dressing
2013	ND01295	Sauces_Soups_Condiments_Dressing
2014	ND01295	Sauces_Soups_Condiments_Dressing
2007	RNFD00672	Fats_and_Oils
2009	RNFD00672	Fats_and_Oils
2010	RNFD00673	Fats_and_Oils
2011	RNFD00673	Fats_and_Oils
2009	RNFD00674	Baby_Foods
2009	RNFD00675	Baby_Foods
2009	RNFD02694	Baby_Foods
2009	RNFD00678	Baby_Foods
2009	ND00080	Baby_Foods
2009	RNFD00712	Baby_Foods
2009	RNFD00680	Baby_Foods
2009	RNFD02695	Baby_Foods
2009	RNFD00689	Baby_Foods
2015	ND00496	Dairy_and_Egg
2010	ND00080	Baby_Foods
2011	ND00080	Baby_Foods
2012	ND00080	Baby_Foods
2013	ND00080	Baby_Foods
2014	ND00080	Baby_Foods
2015	ND00581	Dairy_and_Egg
2015	ND00584	Dairy_and_Egg
2010	ND00127	Baby_Foods
2011	ND00127	Baby_Foods
2012	ND00127	Baby_Foods
2013	ND00127	Baby_Foods
2014	ND00127	Baby_Foods
2010	ND00196	Baby_Foods
2011	ND00196	Baby_Foods
2012	ND00196	Baby_Foods
2013	ND00196	Baby_Foods
2014	ND00196	Baby_Foods
2010	ND00173	Baby_Foods
2011	ND00173	Baby_Foods
2012	ND00173	Baby_Foods
2013	ND00173	Baby_Foods
2014	ND00173	Baby_Foods
2009	ND00196	Baby_Foods
2004	RNFD00691	Vegetables
2005	RNFD00691	Vegetables
2006	RNFD00691	Vegetables
2007	RNFD00691	Vegetables
2009	ND00053	Baby_Foods
2009	RNFD00693	Baby_Foods
2009	ND00032	Baby_Foods
2009	ND00034	Baby_Foods
2009	RNFD00699	Baby_Foods
2009	RNFD02696	Baby_Foods
2014	ND00034	Baby_Foods
2010	ND00032	Baby_Foods
2011	ND00032	Baby_Foods
2012	ND00032	Baby_Foods
2013	ND00032	Baby_Foods
2014	ND00032	Baby_Foods
2010	ND00034	Baby_Foods
2011	ND00034	Baby_Foods
2012	ND00034	Baby_Foods
2013	ND00034	Baby_Foods
2014	ND00119	Baby_Foods
2013	ND00128	Baby_Foods
2014	ND00128	Baby_Foods
2013	ND00114	Baby_Foods
2014	ND00114	Baby_Foods
2013	RNFD00706	Baby_Foods
2010	ND00053	Baby_Foods
2011	ND00053	Baby_Foods
2012	ND00053	Baby_Foods
2013	ND00053	Baby_Foods
2014	ND00053	Baby_Foods
2010	ND00119	Baby_Foods
2011	ND00119	Baby_Foods
2012	ND00119	Baby_Foods
2013	ND00119	Baby_Foods
2015	ND00550	Dairy_and_Egg
2015	ND00551	Dairy_and_Egg
2015	ND00552	Dairy_and_Egg
2015	ND00553	Dairy_and_Egg
2010	ND00055	Baby_Foods
2011	ND00055	Baby_Foods
2012	ND00055	Baby_Foods
2013	ND00055	Baby_Foods
2014	ND00055	Baby_Foods
2015	ND00556	Dairy_and_Egg
2015	ND00557	Dairy_and_Egg
2015	ND00558	Dairy_and_Egg
2015	ND00560	Dairy_and_Egg
2012	ND00128	Baby_Foods
2014	ND00129	Baby_Foods
2015	ND00561	Dairy_and_Egg
2011	ND00114	Baby_Foods
2012	ND00114	Baby_Foods
2010	RNFD00711	Baby_Foods
2011	RNFD00711	Baby_Foods
2012	RNFD00711	Baby_Foods
2013	RNFD00711	Baby_Foods
2010	RNFD00712	Baby_Foods
2011	RNFD00712	Baby_Foods
2012	RNFD00712	Baby_Foods
2013	RNFD00712	Baby_Foods
2011	ND00143	Baby_Foods
2012	ND00143	Baby_Foods
2013	ND00143	Baby_Foods
2014	ND00143	Baby_Foods
2015	ND00562	Dairy_and_Egg
2010	RNFD00714	Baby_Foods
2011	RNFD00714	Baby_Foods
2012	RNFD00714	Baby_Foods
2015	ND00563	Dairy_and_Egg
2009	RNFD00717	Sweets
2010	RNFD00717	Sweets
2011	RNFD00717	Sweets
2012	RNFD00717	Sweets
2013	RNFD00717	Sweets
1997	ND00444	Dairy_and_Egg
2000	ND00444	Dairy_and_Egg
2001	ND00444	Dairy_and_Egg
2002	ND00444	Dairy_and_Egg
2003	ND00444	Dairy_and_Egg
2004	ND00444	Dairy_and_Egg
2005	ND00444	Dairy_and_Egg
2006	ND00444	Dairy_and_Egg
2007	ND00444	Dairy_and_Egg
2009	ND00444	Dairy_and_Egg
2012	ND00445	Dairy_and_Egg
2013	ND00445	Dairy_and_Egg
2014	ND00445	Dairy_and_Egg
2004	ND00445	Dairy_and_Egg
2005	ND00445	Dairy_and_Egg
2006	ND00445	Dairy_and_Egg
2007	ND00445	Dairy_and_Egg
2009	ND00445	Dairy_and_Egg
2010	ND00445	Dairy_and_Egg
2011	ND00445	Dairy_and_Egg
2010	ND00444	Dairy_and_Egg
2011	ND00444	Dairy_and_Egg
2012	ND00444	Dairy_and_Egg
2013	ND00444	Dairy_and_Egg
2014	ND00444	Dairy_and_Egg
2014	ND00711	Formulas
2013	ND00740	Formulas
2014	ND00740	Formulas
2015	ND00585	Dairy_and_Egg
2013	ND10476	Supplement
2014	ND10476	Supplement
2013	ND10477	Supplement
2014	ND10477	Supplement
2013	ND00875	Grains
2014	ND00875	Grains
2015	ND00600	Fats_and_Oils
2015	ND00602	Fats_and_Oils
2015	ND00601	Fats_and_Oils
2009	ND00668	Fats_and_Oils
2010	ND00668	Fats_and_Oils
2011	ND00668	Fats_and_Oils
2012	ND00668	Fats_and_Oils
2013	ND00668	Fats_and_Oils
2014	ND00668	Fats_and_Oils
2015	ND00605	Fats_and_Oils
2015	ND00606	Fats_and_Oils
2015	ND00607	Fats_and_Oils
2015	ND00614	Fats_and_Oils
2010	ND01276	Nuts_and_Seeds
2011	ND01276	Nuts_and_Seeds
2012	ND01276	Nuts_and_Seeds
2013	ND01276	Nuts_and_Seeds
2014	ND01276	Nuts_and_Seeds
2015	ND00622	Fats_and_Oils
2015	ND00620	Fats_and_Oils
2009	ND01276	Nuts_and_Seeds
2015	ND00626	Fats_and_Oils
2005	RNFD00765	Fats_and_Oils
2006	RNFD00765	Fats_and_Oils
2007	RNFD00765	Fats_and_Oils
2010	ND01303	Sauces_Soups_Condiments_Dressing
2011	ND01303	Sauces_Soups_Condiments_Dressing
2012	ND01303	Sauces_Soups_Condiments_Dressing
2013	ND01303	Sauces_Soups_Condiments_Dressing
2002	ND01303	Sauces_Soups_Condiments_Dressing
2003	ND01303	Sauces_Soups_Condiments_Dressing
2014	ND01303	Sauces_Soups_Condiments_Dressing
2004	ND01303	Sauces_Soups_Condiments_Dressing
2005	ND01303	Sauces_Soups_Condiments_Dressing
2006	ND01303	Sauces_Soups_Condiments_Dressing
2007	ND01303	Sauces_Soups_Condiments_Dressing
2009	ND01303	Sauces_Soups_Condiments_Dressing
2015	ND00642	Fats_and_Oils
1997	RNFD00783	Meats
2000	RNFD00783	Meats
2001	RNFD00783	Meats
2013	ND01704	Vegetables
2015	ND00636	Fats_and_Oils
2009	ND00466	Dairy_and_Egg
2010	ND00466	Dairy_and_Egg
2011	ND00466	Dairy_and_Egg
2012	ND00466	Dairy_and_Egg
2013	ND00466	Dairy_and_Egg
2014	ND00466	Dairy_and_Egg
2005	ND00466	Dairy_and_Egg
2006	ND00466	Dairy_and_Egg
2007	ND00466	Dairy_and_Egg
2014	ND00397	Dairy_and_Egg
2015	ND00632	Fats_and_Oils
2010	ND00937	Grains
2011	ND00937	Grains
2012	ND00937	Grains
2013	ND00937	Grains
2014	ND00937	Grains
2004	ND00937	Grains
2005	ND00937	Grains
2006	ND00937	Grains
2007	ND00937	Grains
2009	ND00937	Grains
2015	ND00645	Fats_and_Oils
2013	ND01824	Supplement
2014	ND01824	Supplement
2015	ND00644	Fats_and_Oils
2015	ND00647	Fats_and_Oils
2015	ND00648	Fats_and_Oils
2015	ND00649	Fats_and_Oils
2014	ND00339	Dairy_and_Egg
2015	ND00651	Fats_and_Oils
2015	ND00652	Fats_and_Oils
2015	ND00650	Fats_and_Oils
2002	ND00878	Grains
2003	ND00878	Grains
2001	ND00878	Grains
2009	RNFD00805	Baby_Foods
2014	ND00203	Baby_Foods
2009	RNFD00808	Baby_Foods
2001	RNFD00809	Baby_Foods
2002	RNFD00809	Baby_Foods
2003	RNFD00809	Baby_Foods
2004	RNFD00809	Baby_Foods
2005	RNFD00809	Baby_Foods
2006	RNFD00809	Baby_Foods
2007	RNFD00809	Baby_Foods
2009	RNFD00810	Baby_Foods
2009	ND00074	Baby_Foods
2009	RNFD00812	Baby_Foods
2009	ND00098	Baby_Foods
2001	RNFD00814	Baby_Foods
2002	RNFD00814	Baby_Foods
2003	RNFD00814	Baby_Foods
2004	RNFD00814	Baby_Foods
2005	RNFD00814	Baby_Foods
2006	RNFD00814	Baby_Foods
2007	RNFD00814	Baby_Foods
2004	ND00104	Baby_Foods
2005	ND00104	Baby_Foods
2006	ND00104	Baby_Foods
2007	ND00104	Baby_Foods
2009	ND00104	Baby_Foods
2010	ND00104	Baby_Foods
2001	RNFD00820	Baby_Foods
2002	RNFD00820	Baby_Foods
2003	RNFD00820	Baby_Foods
2004	RNFD00820	Baby_Foods
2005	RNFD00820	Baby_Foods
2006	RNFD00820	Baby_Foods
2007	RNFD00820	Baby_Foods
2009	ND00011	Baby_Foods
2002	ND00107	Baby_Foods
2003	ND00107	Baby_Foods
2004	ND00107	Baby_Foods
2005	ND00107	Baby_Foods
2006	ND00107	Baby_Foods
2007	ND00107	Baby_Foods
2009	ND00107	Baby_Foods
2010	ND00107	Baby_Foods
2001	ND00107	Baby_Foods
2001	RNFD00824	Baby_Foods
2002	RNFD00824	Baby_Foods
2003	RNFD00824	Baby_Foods
2004	RNFD00826	Baby_Foods
2005	RNFD00826	Baby_Foods
2006	RNFD00826	Baby_Foods
2007	RNFD00826	Baby_Foods
2010	RNFD02698	Baby_Foods
2011	RNFD02698	Baby_Foods
2010	RNFD00829	Baby_Foods
2011	RNFD00829	Baby_Foods
2012	RNFD00829	Baby_Foods
2013	RNFD00829	Baby_Foods
2010	ND00041	Baby_Foods
2011	ND00041	Baby_Foods
2012	ND00041	Baby_Foods
2013	ND00041	Baby_Foods
2014	ND00041	Baby_Foods
2014	ND00156	Baby_Foods
2014	ND00162	Baby_Foods
2015	ND00670	Fats_and_Oils
2013	ND00156	Baby_Foods
2013	ND00162	Baby_Foods
2015	ND00672	Fats_and_Oils
2009	RNFD00839	Baby_Foods
2009	RNFD00840	Baby_Foods
2009	RNFD00841	Baby_Foods
2009	RNFD00842	Baby_Foods
2009	RNFD00843	Baby_Foods
2010	ND00001	Baby_Foods
2011	ND00001	Baby_Foods
2010	ND00108	Baby_Foods
2011	ND00108	Baby_Foods
2012	ND00108	Baby_Foods
2004	ND00108	Baby_Foods
2005	ND00108	Baby_Foods
2006	ND00108	Baby_Foods
2007	ND00108	Baby_Foods
2012	RNFD00855	Baby_Foods
2013	RNFD00855	Baby_Foods
2009	RNFD00856	Baby_Foods
2015	ND00671	Fats_and_Oils
2015	ND00673	Fats_and_Oils
2013	ND00108	Baby_Foods
2009	ND00108	Baby_Foods
2014	ND00108	Baby_Foods
2015	ND00668	Fats_and_Oils
2011	ND00110	Baby_Foods
2012	ND00110	Baby_Foods
2009	ND00110	Baby_Foods
2010	ND00110	Baby_Foods
2013	ND00110	Baby_Foods
2014	ND00110	Baby_Foods
2015	ND00675	Fats_and_Oils
2012	ND00109	Baby_Foods
2013	ND00109	Baby_Foods
2014	ND00109	Baby_Foods
2015	ND00674	Fats_and_Oils
2001	ND00110	Baby_Foods
2002	ND00110	Baby_Foods
2003	ND00110	Baby_Foods
2004	ND00110	Baby_Foods
2005	ND00110	Baby_Foods
2006	ND00110	Baby_Foods
2007	ND00110	Baby_Foods
2012	ND00001	Baby_Foods
2013	ND00001	Baby_Foods
2014	ND00001	Baby_Foods
2015	ND00678	Fats_and_Oils
2015	ND00680	Fats_and_Oils
2015	ND00682	Fats_and_Oils
2015	ND00683	Fats_and_Oils
2009	ND00109	Baby_Foods
2010	ND00109	Baby_Foods
2011	ND00109	Baby_Foods
2004	ND00109	Baby_Foods
2005	ND00109	Baby_Foods
2006	ND00109	Baby_Foods
2007	ND00109	Baby_Foods
2009	RNFD00859	Baby_Foods
2015	ND00685	Fats_and_Oils
2015	ND00686	Fats_and_Oils
2015	ND00693	Fats_and_Oils
2015	ND00694	Fats_and_Oils
2015	ND00695	Fats_and_Oils
2014	ND00028	Baby_Foods
2015	ND00697	Fats_and_Oils
2010	ND00028	Baby_Foods
2011	ND00028	Baby_Foods
2012	ND00028	Baby_Foods
2013	ND00028	Baby_Foods
2009	ND00028	Baby_Foods
2015	ND00696	Fats_and_Oils
2001	RNFD00870	Baby_Foods
2002	RNFD00870	Baby_Foods
2003	RNFD00870	Baby_Foods
2004	RNFD00870	Baby_Foods
2005	RNFD00870	Baby_Foods
2006	RNFD00870	Baby_Foods
2007	RNFD00870	Baby_Foods
2001	ND00106	Baby_Foods
2002	ND00106	Baby_Foods
2003	ND00106	Baby_Foods
2004	ND00106	Baby_Foods
2005	ND00106	Baby_Foods
2006	ND00106	Baby_Foods
2007	ND00106	Baby_Foods
2009	ND00106	Baby_Foods
2010	ND00106	Baby_Foods
2001	RNFD00877	Baby_Foods
2002	RNFD00877	Baby_Foods
2003	RNFD00877	Baby_Foods
2004	RNFD00877	Baby_Foods
2005	RNFD00877	Baby_Foods
2006	RNFD00877	Baby_Foods
2007	RNFD00877	Baby_Foods
2009	RNFD00877	Baby_Foods
2010	ND00156	Baby_Foods
2011	ND00156	Baby_Foods
2012	ND00156	Baby_Foods
2010	ND00162	Baby_Foods
2011	ND00162	Baby_Foods
2012	ND00162	Baby_Foods
2010	ND00066	Baby_Foods
2011	ND00066	Baby_Foods
2010	ND00091	Baby_Foods
2011	ND00091	Baby_Foods
2012	ND00091	Baby_Foods
2013	ND00091	Baby_Foods
2011	RNFD00824	Baby_Foods
2012	RNFD00824	Baby_Foods
2011	ND00174	Baby_Foods
