"","PRODUCTNDID","X203","X204","X205","X207","X208","X209","X210","X211","X212","X213","X214","X221","X255","X257","X262","X263","X268","X269","X287","X291","X301","X303","X304","X305","X306","X307","X309","X312","X313","X315","X317","X318","X319","X320","X321","X322","X323","X324","X325","X326","X328","X334","X337","X338","X341","X342","X343","X344","X345","X346","X347","X401","X404","X405","X406","X410","X415","X417","X418","X421","X428","X429","X430","X431","X432","X435","X454","X501","X502","X503","X504","X505","X506","X507","X508","X509","X510","X511","X512","X513","X514","X515","X516","X517","X518","X521","X573","X578","X601","X605","X606","X607","X608","X609","X610","X611","X612","X613","X614","X615","X617","X618","X619","X620","X621","X624","X625","X626","X627","X628","X629","X630","X631","X636","X638","X639","X641","X645","X646","X652","X653","X654","X662","X663","X664","X665","X666","X669","X670","X671","X672","X673","X674","X675","X676","X685","X687","X689","X693","X695","X696","X697","X851","X852","X853","X855","X856","X857","X858","X859","CHOdec","CHOdec2"
"826","RNFD01268",1.45,3.78,22.6,0.51,130,NA,15.17,0,0,1.8,0,0,71.66,NA,0,0,545,16.97,0,0,0.049,9e-05,0.004,0.041,0.065,0.142,0.00016,1.8e-05,NA,1.1e-05,0,0.00015,2e-06,2e-06,0,0,3e-04,0,NA,0,0,0,0,0,1e-05,0.00113,0.00045,NA,NA,NA,NA,2e-04,1.9e-05,7.1e-05,5.7e-05,0.000153,1.9e-05,2e-06,1.5e-07,0.0062,NA,NA,6e-07,0,2e-06,2e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.001,NA,1.016,0.005,0.004,0,0,0,0.01,0.508,0.473,0.015,2.275,0.087,0,0,0,0.009,0,0.005,0,0.007,0,0,0,NA,NA,NA,NA,2.286,0.087,0,0.001,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,22.6,22.6
"827","RNFD01273",1.45,3.78,22.6,0.51,130,NA,15.17,0,0,1.8,0,0,71.66,NA,0,0,545,16.97,0,0,0.049,9e-05,0.004,0.041,0.065,0.142,0.00016,1.8e-05,NA,1.1e-05,0,0.00015,2e-06,2e-06,0,0,3e-04,0,NA,0,0,0,0,0,1e-05,0.00113,0.00045,NA,NA,NA,NA,2e-04,1.9e-05,7.1e-05,5.7e-05,0.000153,1.9e-05,2e-06,1.5e-07,0.0062,NA,NA,6e-07,0,2e-06,2e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.001,NA,1.016,0.005,0.004,0,0,0,0.01,0.508,0.473,0.015,2.275,0.087,0,0,0,0.009,0,0.005,0,0.007,0,0,0,NA,NA,NA,NA,2.286,0.087,0,0.001,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,22.6,22.6
"828","RNFD01276",1.22,0,14.19,0.2,62,NA,NA,NA,NA,NA,NA,0,84.39,NA,0,0,258,13.49,NA,0,0.003,2e-05,0.001,0.022,0.001,0.075,1e-05,2.4e-05,6.91e-05,2e-06,1.1e-06,0,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,6e-06,1e-06,2e-06,0,1e-06,0,5e-04,NA,NA,0,0,1e-06,1e-06,5e-04,0,0.024,0.019,0.039,0.056,0.01,0,0.028,0.005,0.033,0.106,0.011,0.128,0.084,0.14,0.305,0.197,0.042,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.28,14.28
"829","RNFD01277",15.67,0,80.21,2.18,198,NA,NA,NA,NA,NA,NA,0,1.93,NA,0,0,829,0,NA,0.1,0.008,6e-05,0.002,1.293,0.014,0.862,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.21,80.21
"830","RNFD01280",16.9,12.54,0,0.96,180,0,0,0,0,0,0,0,69.74,NA,0,0,755,0,0,0,0.033,0.00132,0.019,0.179,0.202,0.054,0.00275,0.000123,NA,9e-06,2.46e-05,0.002525,3e-05,3e-05,0,0,8e-05,0.0042,NA,NA,4e-07,0,0,0,0,8e-05,1e-05,3e-05,0,2e-05,0,0,6.7e-05,0.000177,0.005075,0.0011,0.000485,6e-06,1.3e-06,0.0516,NA,NA,0,0,6e-06,6e-06,0.0064,0.192,0.776,0.757,1.396,1.512,0.497,0.179,0.659,0.599,0.783,1.227,0.501,1.053,1.633,2.706,0.925,0.748,0.718,0.2,0,0,0.078,0.181,3.414,0.003,0,0.002,0.005,0.017,0.122,2.28,0.914,0.012,4.065,3.108,0.175,0.11,0.009,0.004,0.018,0.382,0.001,0.048,0.012,0.002,0.011,NA,NA,NA,NA,4.551,3.485,0.018,0.037,0.002,0.01,0.133,0,0.038,NA,NA,0.024,0.012,0.023,0.373,3.932,3.046,0.002,0.01,0.024,0.014,0.143,0.038,NA,0,0.165,0.002,0.012,NA,0,NA,0.02,NA,0,0
"831","RNFD01282",18.53,27.25,1.42,2.9,325,NA,0.13,0.64,0,0,0.33,0,49.89,NA,0,0,1360,1.09,0,0,0.009,0.0012,0.016,0.149,0.342,0.814,0.00245,7.1e-05,NA,2.2e-05,2.07e-05,0.002325,2.8e-05,2.8e-05,0,0,9e-04,0.0174,0,1.4e-06,1.4e-06,0,0,0,2e-05,5e-05,0,3e-05,0,6e-05,0,0,0.000256,0.000176,0.006119,0.000805,0.000195,1e-06,9.8e-07,0.0623,NA,NA,0,0,1e-06,1e-06,NA,0.185,0.615,0.738,1.361,1.239,0.426,0.237,0.662,0.52,0.876,1.151,0.536,1.147,1.574,2.821,1.264,1.245,0.765,0.427,0,0,0.086,0.12,8.826,0,0,0.001,0.024,0.02,0.322,5.545,2.749,0.067,10.578,4.446,0.146,0.123,0.003,0.009,0.006,0.557,0,0.334,0.002,0.006,0.025,NA,NA,NA,NA,11.541,5.115,0.015,0.072,0.002,0.008,0.084,0,0.027,NA,NA,0.033,0.001,0.247,0.549,10.494,4.385,0.006,0.006,0.058,0.069,0.092,0.027,NA,0,0.139,0.03,0.039,NA,0,NA,0.051,NA,1.42,1.42
"832","RNFD01286",18.53,27.25,1.42,2.9,325,NA,0.13,0.64,0,0,0.33,0,49.89,NA,0,0,1360,1.09,0,0,0.009,0.0012,0.016,0.149,0.342,0.814,0.00245,7.1e-05,NA,2.2e-05,2.07e-05,0.002325,2.8e-05,2.8e-05,0,0,9e-04,0.0174,0,1.4e-06,1.4e-06,0,0,0,2e-05,5e-05,0,3e-05,0,6e-05,0,0,0.000256,0.000176,0.006119,0.000805,0.000195,1e-06,9.8e-07,0.0623,NA,NA,0,0,1e-06,1e-06,NA,0.185,0.615,0.738,1.361,1.239,0.426,0.237,0.662,0.52,0.876,1.151,0.536,1.147,1.574,2.821,1.264,1.245,0.765,0.427,0,0,0.086,0.12,8.826,0,0,0.001,0.024,0.02,0.322,5.545,2.749,0.067,10.578,4.446,0.146,0.123,0.003,0.009,0.006,0.557,0,0.334,0.002,0.006,0.025,NA,NA,NA,NA,11.541,5.115,0.015,0.072,0.002,0.008,0.084,0,0.027,NA,NA,0.033,0.001,0.247,0.549,10.494,4.385,0.006,0.006,0.058,0.069,0.092,0.027,NA,0,0.139,0.03,0.039,NA,0,NA,0.051,NA,1.42,1.42
"833","RNFD01291",25.69,20.77,0,1.29,297,NA,NA,NA,NA,NA,NA,0,52.75,NA,0,0,1243,0,NA,0,0.022,0.00129,0.024,0.226,0.362,0.073,0.00321,4.4e-05,NA,1.1e-05,3.54e-05,2e-04,2e-06,2e-06,0,0,0.00021,0.0063,NA,5e-07,5e-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,7e-04,0.000706,0.00022,0.004206,0.00052,0.000391,6e-06,5.4e-07,0.0883,NA,0,0,0,6e-06,6e-06,0.0034,0.326,1.173,1.203,2.061,2.31,0.68,0.328,1.025,0.895,1.394,1.597,1.026,1.497,2.383,4.022,1.22,1.032,1.061,NA,0,0,0.094,NA,7.72,0,0,0,0.01,0.01,0.33,4.67,2.5,NA,8.33,1.64,0.07,0.08,0,NA,NA,0.63,0,0.15,0,0,0,NA,NA,NA,NA,9.25,1.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8275,1.8275
"834","RNFD01295",25.69,20.77,0,1.29,297,NA,NA,NA,NA,NA,NA,0,52.75,NA,0,0,1243,0,NA,0,0.022,0.00129,0.024,0.226,0.362,0.073,0.00321,4.4e-05,NA,1.1e-05,3.54e-05,2e-04,2e-06,2e-06,0,0,0.00021,0.0063,NA,5e-07,5e-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,7e-04,0.000706,0.00022,0.004206,0.00052,0.000391,6e-06,5.4e-07,0.0883,NA,0,0,0,6e-06,6e-06,0.0034,0.326,1.173,1.203,2.061,2.31,0.68,0.328,1.025,0.895,1.394,1.597,1.026,1.497,2.383,4.022,1.22,1.032,1.061,NA,0,0,0.094,NA,7.72,0,0,0,0.01,0.01,0.33,4.67,2.5,NA,8.33,1.64,0.07,0.08,0,NA,NA,0.63,0,0.15,0,0,0,NA,NA,NA,NA,9.25,1.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8275,1.8275
"835","RNFD01297",25.69,20.77,0,1.29,297,NA,NA,NA,NA,NA,NA,0,52.75,NA,0,0,1243,0,NA,0,0.022,0.00129,0.024,0.226,0.362,0.073,0.00321,4.4e-05,NA,1.1e-05,3.54e-05,2e-04,2e-06,2e-06,0,0,0.00021,0.0063,NA,5e-07,5e-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,7e-04,0.000706,0.00022,0.004206,0.00052,0.000391,6e-06,5.4e-07,0.0883,NA,0,0,0,6e-06,6e-06,0.0034,0.326,1.173,1.203,2.061,2.31,0.68,0.328,1.025,0.895,1.394,1.597,1.026,1.497,2.383,4.022,1.22,1.032,1.061,NA,0,0,0.094,NA,7.72,0,0,0,0.01,0.01,0.33,4.67,2.5,NA,8.33,1.64,0.07,0.08,0,NA,NA,0.63,0,0.15,0,0,0,NA,NA,NA,NA,9.25,1.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8275,1.8275
"836","RNFD01315",18.53,27.25,1.42,2.9,325,NA,0.13,0.64,0,0,0.33,0,49.89,NA,0,0,1360,1.09,0,0,0.009,0.0012,0.016,0.149,0.342,0.814,0.00245,7.1e-05,NA,2.2e-05,2.07e-05,0.002325,2.8e-05,2.8e-05,0,0,9e-04,0.0174,0,1.4e-06,1.4e-06,0,0,0,2e-05,5e-05,0,3e-05,0,6e-05,0,0,0.000256,0.000176,0.006119,0.000805,0.000195,1e-06,9.8e-07,0.0623,NA,NA,0,0,1e-06,1e-06,NA,0.185,0.615,0.738,1.361,1.239,0.426,0.237,0.662,0.52,0.876,1.151,0.536,1.147,1.574,2.821,1.264,1.245,0.765,0.427,0,0,0.086,0.12,8.826,0,0,0.001,0.024,0.02,0.322,5.545,2.749,0.067,10.578,4.446,0.146,0.123,0.003,0.009,0.006,0.557,0,0.334,0.002,0.006,0.025,NA,NA,NA,NA,11.541,5.115,0.015,0.072,0.002,0.008,0.084,0,0.027,NA,NA,0.033,0.001,0.247,0.549,10.494,4.385,0.006,0.006,0.058,0.069,0.092,0.027,NA,0,0.139,0.03,0.039,NA,0,NA,0.051,NA,1.42,1.42
"837","RNFD01317",18.53,27.25,1.42,2.9,325,NA,0.13,0.64,0,0,0.33,0,49.89,NA,0,0,1360,1.09,0,0,0.009,0.0012,0.016,0.149,0.342,0.814,0.00245,7.1e-05,NA,2.2e-05,2.07e-05,0.002325,2.8e-05,2.8e-05,0,0,9e-04,0.0174,0,1.4e-06,1.4e-06,0,0,0,2e-05,5e-05,0,3e-05,0,6e-05,0,0,0.000256,0.000176,0.006119,0.000805,0.000195,1e-06,9.8e-07,0.0623,NA,NA,0,0,1e-06,1e-06,NA,0.185,0.615,0.738,1.361,1.239,0.426,0.237,0.662,0.52,0.876,1.151,0.536,1.147,1.574,2.821,1.264,1.245,0.765,0.427,0,0,0.086,0.12,8.826,0,0,0.001,0.024,0.02,0.322,5.545,2.749,0.067,10.578,4.446,0.146,0.123,0.003,0.009,0.006,0.557,0,0.334,0.002,0.006,0.025,NA,NA,NA,NA,11.541,5.115,0.015,0.072,0.002,0.008,0.084,0,0.027,NA,NA,0.033,0.001,0.247,0.549,10.494,4.385,0.006,0.006,0.058,0.069,0.092,0.027,NA,0,0.139,0.03,0.039,NA,0,NA,0.051,NA,1.42,1.42
"838","RNFD01325",18.53,27.25,1.42,2.9,325,NA,0.13,0.64,0,0,0.33,0,49.89,NA,0,0,1360,1.09,0,0,0.009,0.0012,0.016,0.149,0.342,0.814,0.00245,7.1e-05,NA,2.2e-05,2.07e-05,0.002325,2.8e-05,2.8e-05,0,0,9e-04,0.0174,0,1.4e-06,1.4e-06,0,0,0,2e-05,5e-05,0,3e-05,0,6e-05,0,0,0.000256,0.000176,0.006119,0.000805,0.000195,1e-06,9.8e-07,0.0623,NA,NA,0,0,1e-06,1e-06,NA,0.185,0.615,0.738,1.361,1.239,0.426,0.237,0.662,0.52,0.876,1.151,0.536,1.147,1.574,2.821,1.264,1.245,0.765,0.427,0,0,0.086,0.12,8.826,0,0,0.001,0.024,0.02,0.322,5.545,2.749,0.067,10.578,4.446,0.146,0.123,0.003,0.009,0.006,0.557,0,0.334,0.002,0.006,0.025,NA,NA,NA,NA,11.541,5.115,0.015,0.072,0.002,0.008,0.084,0,0.027,NA,NA,0.033,0.001,0.247,0.549,10.494,4.385,0.006,0.006,0.058,0.069,0.092,0.027,NA,0,0.139,0.03,0.039,NA,0,NA,0.051,NA,1.42,1.42
"839","RNFD01330",0.1,0.13,11.3,0.23,46,NA,1.26,2.63,5.73,0,0,0,88.24,NA,0,0,191,9.62,0,0.2,0.008,0.00012,0.005,0.007,0.101,0.004,2e-05,1.2e-05,NA,7.4e-05,1e-07,2.5e-05,0,0,0,0,1e-05,0,NA,NA,0,0,0,1.6e-05,NA,NA,NA,NA,NA,NA,NA,9e-04,2.1e-05,1.7e-05,7.3e-05,4.9e-05,1.8e-05,0,0,0.0018,NA,NA,0,0,0,0,1e-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.022,0,0,0,0,0,0.001,0.018,0.002,NA,0.005,0.033,0.007,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,0.006,0.039,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0,11.3,11.3
"840","RNFD01334",0,0,14.55,0.12,57,NA,NA,NA,NA,NA,NA,0,85.3,NA,0,0,237,14.11,NA,0.1,0.007,0.00013,0.006,0.006,0.033,0.009,3e-05,2.2e-05,3.21e-05,2e-04,1e-07,1e-04,0,0,3e-06,0,0,0,NA,NA,0,0,0,1.9e-05,NA,NA,NA,NA,NA,NA,NA,0.0265,0.000225,0.000354,0.000142,2.3e-05,3.5e-05,1e-06,0,3e-04,NA,NA,2e-07,0,1e-06,1e-06,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.55,14.55
"841","RNFD01335",5.42,0.4,14.45,0.87,81,NA,4.99,0.12,0.39,0,0.17,0,78.86,NA,0,0,339,5.67,0,5.7,0.025,0.00147,0.033,0.108,0.244,0.005,0.00124,0.000176,NA,0.00041,1.8e-06,0.019125,0,3.8e-05,0.000449,2.1e-05,0.00013,0,NA,NA,0,0,0,0.002477,0,0.00095,2e-05,NA,NA,NA,NA,0.04,0.000266,0.000132,0.00209,0.000104,0.000169,6.5e-05,0,0.0284,NA,NA,2.48e-05,0,6.5e-05,6.5e-05,2e-04,0.037,0.203,0.195,0.323,0.317,0.082,0.032,0.2,0.114,0.235,0.428,0.107,0.24,0.496,0.741,0.184,0.173,0.181,NA,0,0,0,0,0.071,0,0,0,0,0,0,0.064,0.007,NA,0.035,0.152,0.035,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,0.035,0.187,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0,14.45,14.45
"842","RNFD01365",33.92,35.09,1.7,5.64,468,NA,NA,NA,NA,NA,NA,0,23.65,NA,0,0,1958,0,NA,0,0.011,0.00095,0.031,0.388,0.499,1.684,0.00306,0.000105,NA,2.2e-05,5.07e-05,0.000925,1.1e-05,1.1e-05,0,0,0.00042,0.0051,NA,4e-07,4e-07,0,0,0,0.00117,0.00052,0,5e-05,1e-05,5e-05,0,0,0.00056,0.000232,0.010457,0.0011,0.000535,0,1.09e-06,0.0895,NA,NA,0,0,0,0,0.0081,0.407,1.504,1.619,2.814,3.041,0.937,0.385,1.421,1.355,1.729,2.203,1.391,1.958,3.198,5.223,1.545,1.382,1.428,0.119,0,0,0.099,0.144,11.964,0,0,0,0,0,0.441,7.635,3.679,0.07,14.342,5.327,0.229,0.168,0.008,0.014,0.006,0.778,0,0.294,0.004,0.006,0.026,NA,NA,NA,NA,15.53,6.112,0.018,0.105,0.002,0.006,0.104,0,0.033,NA,NA,0.047,0,0.224,0.772,14.237,5.247,0.006,0.006,0.105,0.074,0.11,0.033,NA,0,0.223,0.032,0.042,NA,NA,NA,0.049,NA,4.12749999999998,4.12749999999998
"843","RNFD01409",2.17,57.85,3.3,2.4,542,NA,NA,NA,NA,NA,NA,0,34.3,NA,0,0,2266,2.81,NA,0.5,0.048,0.00108,0.002,0.019,0.029,1.209,0.00011,1e-05,NA,3.8e-05,1.6e-06,0.00085,9e-06,9e-06,2e-06,1e-06,0.00474,0.0015,NA,NA,1e-07,1e-06,0,2.2e-05,NA,NA,NA,NA,NA,NA,NA,3e-04,1e-05,1e-05,4e-05,8.3e-05,2.5e-05,2e-06,3e-08,0.0156,NA,NA,0.0001048,0,2e-06,2e-06,5e-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.039,NA,8.789,0.015,0.006,0.001,0.005,0.008,0.032,5.838,2.466,0.195,13.328,28.97,3.853,0.009,0.016,0.198,0.003,0.03,0.001,0.138,0.008,0.002,0,NA,NA,NA,NA,13.504,32.857,0.003,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,3.3,3.3
"844","RNFD01434",0,100,0,0,884,0,0,0,0,0,0,0,0,NA,0,0,3699,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0.01746,0,NA,NA,0,0,0,0,1e-05,0.02734,0.00099,3e-05,0,0,1e-05,0,0,0,0,0,0,0,0,2e-04,0,0,7.13e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.395,7.365,0,0,0,0,0,0,4.298,2.087,0.65,61.744,19.005,9.137,0,0,0.33,0,0.214,0,1.317,0,0,0,NA,0.003,0.241,0.413,63.276,28.142,0,0,NA,NA,0.03,NA,NA,NA,0.365,NA,NA,0,NA,61.714,18.64,NA,0,0,0,0.03,0.365,NA,0,9.137,NA,NA,NA,NA,NA,NA,NA,0,0
"845","RNFD01436",0,100,0,0,884,0,0,0,0,0,0,0,0,NA,0,0,3699,0,0,0,0.001,0.00056,0,0,0.001,0.002,0,0,NA,0,0,0,0,0,0,0,0.01435,0,NA,NA,0,0,0,0,0.00011,0.00083,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,3e-04,NA,0,6.02e-05,0,0,0,1e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,13.808,0,0,0,0,0,0,11.29,1.953,0.414,71.269,9.762,0.761,0,0,0.129,0,1.255,0,0.311,0,0,0,0.221,NA,NA,NA,72.961,10.523,NA,0.022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"846","RNFD01437",22.78,1.7,1.52,3.11,119,0,0,0,0,0,0,0,71.56,NA,0,0,497,0,0,0,0.091,0.00032,0.037,0.306,0.17,0.947,0.00163,0.000258,NA,4.9e-05,4.95e-05,0.007525,9e-05,9e-05,0,0,0.0022,0.0012,NA,1e-07,1e-07,0,0,0,0,2e-04,5e-05,0,0,0,0,0,3.2e-05,2.4e-05,0.002678,0.000519,0.000242,2.4e-05,1.66e-06,0.1354,4e-07,0,4e-07,0,2.4e-05,2.4e-05,NA,0.26,0.904,1.05,1.95,2.172,0.665,0.272,0.992,0.862,1.067,2.247,0.501,1.41,2.54,4.001,1.341,1.047,0.929,NA,0,0,0.211,0.035,0.521,0,0,0,0,0.01,0.022,0.284,0.157,0.003,0.224,0.191,0.012,0.067,0.141,0,0,0.04,0,0.006,0.135,0,0.012,NA,NA,NA,NA,0.361,0.59,0.014,0.024,0.008,NA,NA,NA,NA,NA,NA,NA,0,0.012,NA,NA,NA,NA,NA,0.092,0.012,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0.007,NA,3.145,3.145
"847","RNFD01486",0.74,0.62,40.77,3.65,172,0.6,1.03,16.65,14.58,0,0,NA,54.22,NA,NA,NA,718,32.26,0,0.4,0.047,0.00079,0.015,0.019,0.247,1.242,0.00016,9.1e-05,NA,0.000126,NA,0.0049,NA,1e-05,0.000116,0,0.00066,NA,NA,NA,NA,3e-06,0.003556,6.9e-05,2e-05,0.00012,0,3e-05,0,0,0,2e-04,2.3e-05,5e-05,0.00052,0.000165,8.3e-05,NA,NA,0.0071,NA,NA,NA,NA,NA,NA,4e-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.038,0.002,0,0,0,0,0.002,0.019,0.007,0.002,0.044,0.06,0.021,0,0,0.001,0,0,0,0.016,0,0.03,0,NA,NA,NA,NA,0.092,0.082,0.001,0.003,0.001,0,0,0,0,0,0,0,0.002,0.001,0,0.044,0,0.03,0,0,0,0,0,NA,0,0.021,0,0,NA,0,NA,0,0,40.865,40.865
"848","RNFD01493",18.13,30.71,4.78,6.78,366,NA,0,0,0,2.15,0,0,39.61,NA,0,0,1531,2.26,0.11,0,1.045,0.00063,0.026,0.641,0.132,1.671,0.00249,4.6e-05,3.5e-05,4.1e-05,2.02e-05,0.028275,0.000313,0.000317,4.9e-05,0,8e-04,0.0903,0,7.5e-06,7.5e-06,7e-06,0,2.1e-05,0,0.00013,4e-05,2e-05,2e-05,3e-05,8e-05,0,1.5e-05,0.000234,7.6e-05,0.000403,5.4e-05,8e-06,1.5e-06,0.0192,1.41e-05,NA,3.7e-06,0,8e-06,8e-06,0.0027,0.232,0.772,0.938,1.716,1.516,0.475,0.11,0.939,0.916,1.187,0.518,0.546,0.613,1.551,4.073,0.359,1.788,1.093,NA,0,0,0.1,1.144,18.057,0.615,0.509,0.332,0.802,0.884,2.937,8.161,3.222,0.047,7.204,1.003,0.138,0.045,0.006,0.021,0.245,0.5,0.007,0.224,0.012,0.001,0.021,NA,NA,NA,NA,8.236,1.286,0.311,0.19,0.009,0.106,0.844,0,0.194,NA,NA,0.018,0.001,0.009,0.394,6.36,0.79,0.001,0.001,0.061,0.034,0.95,0.194,NA,0,0.137,NA,0.033,NA,NA,NA,0.008,NA,4.78,4.78
"849","RNFD01495",1.45,3.78,22.6,0.51,130,NA,15.17,0,0,1.8,0,0,71.66,NA,0,0,545,16.97,0,0,0.049,9e-05,0.004,0.041,0.065,0.142,0.00016,1.8e-05,NA,1.1e-05,0,0.00015,2e-06,2e-06,0,0,3e-04,0,NA,0,0,0,0,0,1e-05,0.00113,0.00045,NA,NA,NA,NA,2e-04,1.9e-05,7.1e-05,5.7e-05,0.000153,1.9e-05,2e-06,1.5e-07,0.0062,NA,NA,6e-07,0,2e-06,2e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.001,NA,1.016,0.005,0.004,0,0,0,0.01,0.508,0.473,0.015,2.275,0.087,0,0,0,0.009,0,0.005,0,0.007,0,0,0,NA,NA,NA,NA,2.286,0.087,0,0.001,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,22.6,22.6
"850","RNFD01496",1.95,3.88,21.69,0.64,130,NA,12.55,0,0,2.36,0,0,71.84,NA,0,0,542,14.91,0,0,0.071,0.00011,0.006,0.06,0.092,0.145,0.00022,1.8e-05,NA,1.1e-05,0,0,0,0,0,0,0.00015,0,NA,0,0,0,0,0,2e-05,0.00179,0.00083,NA,NA,NA,NA,3e-04,2.4e-05,9.7e-05,6.5e-05,0.000235,2.4e-05,3e-06,2.1e-07,0.0062,NA,NA,4e-07,0,3e-06,3e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.001,NA,0.962,0.001,0,0,0,0,0.006,0.417,0.511,0.013,2.53,0.072,0,0,0,0.012,0,0,0,0.007,0,0,0,NA,NA,NA,NA,2.538,0.072,0.001,0.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,21.82,21.82
