"","PRODUCTNDID","X203","X204","X205","X207","X208","X209","X210","X211","X212","X213","X214","X221","X255","X257","X262","X263","X268","X269","X287","X291","X301","X303","X304","X305","X306","X307","X309","X312","X313","X315","X317","X318","X319","X320","X321","X322","X323","X324","X325","X326","X328","X334","X337","X338","X341","X342","X343","X344","X345","X346","X347","X401","X404","X405","X406","X410","X415","X417","X418","X421","X428","X429","X430","X431","X432","X435","X454","X501","X502","X503","X504","X505","X506","X507","X508","X509","X510","X511","X512","X513","X514","X515","X516","X517","X518","X521","X573","X578","X601","X605","X606","X607","X608","X609","X610","X611","X612","X613","X614","X615","X617","X618","X619","X620","X621","X624","X625","X626","X627","X628","X629","X630","X631","X636","X638","X639","X641","X645","X646","X652","X653","X654","X662","X663","X664","X665","X666","X669","X670","X671","X672","X673","X674","X675","X676","X685","X687","X689","X693","X695","X696","X697","X851","X852","X853","X855","X856","X857","X858","X859","CHOdec","CHOdec2"
"801","RNFD01136",13.7,7.9,0.1,0.49,130,NA,NA,NA,NA,NA,NA,0,77.5,NA,0,0,545,0,NA,0,0.064,0.0014,0.013,0.097,0.141,0.049,0.00121,4.5e-05,NA,NA,1.1e-05,0.000525,6e-06,6e-06,0,0,0.00025,0.0033,NA,3e-07,3e-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0.0017,1.4e-05,0.000152,0.003255,0.00068,2e-04,3e-06,4e-07,0.0432,NA,NA,1e-06,0,3e-06,3e-06,0.0116,0.156,0.615,0.645,1.058,1.144,0.367,0.18,0.558,0.439,0.689,0.957,0.415,0.871,1.269,1.982,0.913,0.707,0.498,NA,0,0,0.061,NA,2.03,0,0,0,0,0,0.05,1.48,0.42,NA,3.25,1.85,0.04,0.03,0,NA,NA,0.29,0,0.02,0,0,0,NA,NA,NA,NA,3.56,1.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.025,1.025
"802","RNFD01138",1.04,0.1,27.4,2.94,101,NA,2.3,10.25,8.72,0,0,0,68.51,NA,0,0,423,21.27,0,0.3,0.015,0.00035,0.013,0.026,0.281,0.907,0.00017,8.5e-05,1.51e-05,8.4e-05,7e-07,0.013175,0,2.6e-05,0.000316,0,0.00146,0,NA,NA,0,0,0.012062,0.000161,0,0.00013,0,NA,NA,NA,NA,0.0041,1.1e-05,0.000166,0.001434,4.7e-05,0.000158,9e-06,0,0.0125,NA,0,3e-06,0,9e-06,9e-06,2e-04,0.005,0.019,0.014,0.021,0.023,0.005,0.005,0.021,0.009,0.014,0.016,0.013,0.033,0.133,0.349,0.016,0.012,0.021,NA,0,0,0,0,0.014,0,0,0,0,0,0,0.01,0.004,NA,0.015,0.039,0.001,0,0,NA,NA,0.001,0,0,0,0,0,NA,NA,NA,NA,0.015,0.041,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0,27.4,27.4
"803","RNFD01140",11.5,6.2,1.4,0.58,111,NA,NA,NA,NA,NA,NA,0,80.32,NA,0,0,463,0,NA,0,0.041,7e-04,0.012,0.117,0.135,0.049,0.00177,0.000148,NA,3.7e-05,1.2e-05,0,0,0,0,0,8e-05,0.0102,NA,NA,8e-07,0,0,0,0,3e-05,0,4e-05,0,0,0,0.0022,8e-06,0.000163,0.00261,0.00041,2.9e-05,8e-06,1.11e-06,0.0398,1.87e-05,0,0,0,8e-06,8e-06,0.0047,0.149,0.633,0.717,1.138,1.184,0.443,0.174,0.59,0.503,0.727,0.909,0.366,0.905,1.426,2.267,0.941,0.704,0.562,NA,0,0,0.058,NA,1.641,0,0,0,0,0,0.04,0.77,0.33,0,1.52,1.04,0.06,0.05,0,0,0,0.14,0.02,0.01,0,0,0.04,NA,NA,NA,NA,2.384,1.741,0,0.01,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.01,NA,2.3,2.3
"804","RNFD01144",6.15,2.15,5.975,0.575,66.5,NA,NA,NA,NA,NA,NA,0,85.15,NA,0,0,278.5,0.785,NA,0.75,0.0095,0.000675,0.0115,0.0515,0.1655,0.022,0.0012,5.25e-05,NA,NA,7.45e-06,0.0396375,1e-06,8e-05,0.000775,0.0003495,0.000185,0.0027,NA,NA,2e-07,0,0,0.0001905,NA,NA,NA,NA,NA,NA,NA,0.0019,8.05e-05,8.95e-05,0.00148,0.00038,0.0001535,3e-06,5e-08,0.0275,NA,NA,3.5e-06,0,3e-06,3e-06,NA,0.0755,0.3205,0.354,0.594,0.61,0.1865,0.0975,0.2885,0.255,0.387,0.5095,0.249,0.445,0.7325,1.1995,0.421,0.3685,0.2745,NA,0,0,0.012,NA,0.678,0,0,0,0,0.005,0.0235,0.4355,0.1955,NA,0.881,0.3225,0.014,0.013,0,NA,NA,0.053,0,0.0195,0,0,0,NA,NA,NA,NA,0.9605,0.352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.325,6.325
"805","RNFD01146",0,0,19.46,2,78,NA,NA,NA,NA,NA,NA,0,78.54,NA,0,0,326,10.03,NA,0,0.107,0.0053,0.013,0.06,0.8,0.98,0.00019,2e-04,NA,NA,5e-07,0.001975,1e-06,5e-06,4.3e-05,1e-06,8e-05,0,NA,NA,0,3e-06,0,4.8e-05,NA,NA,NA,NA,NA,NA,NA,0.013,7e-05,0.00013,7e-04,NA,0,8e-06,0,0.0027,NA,NA,1e-06,0,8e-06,8e-06,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.5,19.5
"806","RNFD01150",19.6,13.7,57.9,5.8,228,NA,NA,NA,NA,NA,NA,0,3,NA,0.23,2.057,952,1.75,NA,37,0.128,0.01386,0.499,0.734,1.524,0.021,0.00681,0.003788,NA,0.003837,1.43e-05,0,0,0,0,0,1e-04,0,NA,NA,0,0,0,3.8e-05,NA,NA,NA,NA,NA,NA,NA,0,7.8e-05,0.000241,0.002185,0.000254,0.000118,3.2e-05,0,0.012,NA,NA,2.5e-06,0,3.2e-05,3.2e-05,NA,0.293,0.776,0.76,1.189,0.983,0.202,0.239,0.941,0.735,1.177,1.111,0.339,0.904,1.953,2.948,0.879,0.838,0.846,NA,0,0,0,NA,8.07,0,0,0,0,0,0.02,3.69,4.25,NA,4.57,0.44,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,4.57,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.9,57.9
"807","RNFD01155",7.65,29.66,59.4,1.78,535,NA,NA,NA,NA,NA,NA,0,1.5,NA,0.02,0.205,2239,51.5,NA,3.4,0.189,0.00235,0.063,0.208,0.372,0.079,0.0023,0.000491,5e-06,0.000471,4.5e-06,0.004875,5.9e-05,5.9e-05,0,0,0.00051,0,NA,NA,0,0,0,6e-06,0,0.00092,NA,NA,NA,NA,NA,0,0.000112,0.000298,0.000386,0.000472,3.6e-05,1.2e-05,7.5e-07,0.0461,NA,0,5.7e-06,0,1.1e-05,1.1e-05,0.0026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.023,NA,18.509,0.358,0.099,0.111,0.246,0.254,1.184,8.332,7.836,0.071,6.076,1.218,0.122,0,0,0.007,0,0.407,0,0,0,0,0,NA,0.016,0.006,0.037,7.186,1.376,0,0.013,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,6.076,NA,NA,0,0,0,NA,NA,0,0,0.122,NA,NA,NA,NA,NA,NA,NA,59.4,59.4
"808","RNFD01195",6.69,10.6,77.66,1.66,430,46.56,22.82,1.04,0.99,0,0,0,3.39,NA,0,0,1799,24.85,0,3.4,0.077,0.00378,0.04,0.185,0.17,0.459,0.00096,0.00017,NA,0.001019,6.3e-06,5e-05,0,0,1e-06,0,0.00151,0,NA,NA,0,0,0,7.7e-05,0.00023,0.00599,0.00154,0.00018,0.00141,0,0,0,0.000265,0.000317,0.004439,0.00042,0.000156,9.1e-05,0,0.0059,NA,NA,1.43e-05,7.2e-05,1.9e-05,0.000142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.055,1.633,0.004,0,0.002,0,0.002,0.01,1.058,0.465,0.034,2.459,4.757,0.622,0.005,0,0.031,0,0.009,0,0.035,0,0.001,0,NA,NA,NA,NA,2.509,5.388,0.004,0.009,0.013,0,0.039,0.001,0.016,NA,NA,0.006,0.001,0.004,0.009,2.42,4.735,0,0.024,0.005,0,0.039,0.016,NA,0,0.599,0,0,NA,0,NA,0,NA,77.66,77.66
"809","RNFD01197",21.1,4,0.21,1.07,121,NA,NA,NA,NA,NA,NA,0,73.62,NA,0,0,507,0,NA,0,0.015,0.00086,0.019,0.19,0.31,0.067,0.00193,3.3e-05,NA,1e-05,3.48e-05,0,0,0,0,0,0.00029,0.0012,NA,1e-07,1e-07,0,0,0,0,4e-05,0,NA,NA,NA,NA,0,0.000414,0.000368,0.007914,0.000646,0.000668,2e-06,6.4e-07,0.0717,NA,0,0,0,2e-06,2e-06,0.0064,0.272,0.895,0.964,1.683,1.815,0.564,0.244,0.898,0.893,1.061,1.376,0.834,1.243,1.9,3.118,1.179,1.035,0.846,0.197,0,0,0.059,0.032,1.42,0,0,0,0.006,0.003,0.052,0.883,0.454,0.004,1.756,0.547,0.027,0.068,0.007,0,0,0.114,NA,0.02,0.003,0,0.007,NA,NA,NA,NA,1.89,0.66,0.004,0.013,0,NA,0.019,NA,NA,NA,0.013,NA,NA,0.022,NA,1.736,0.534,0,0,0,0.002,0.019,0.013,NA,0,0.027,NA,NA,NA,NA,NA,NA,NA,0.21,0.21
"810","RNFD01199",20.93,5.53,1.5,4.37,145,NA,NA,NA,NA,NA,NA,0,67.67,NA,0,0,607,0,NA,0,0.008,0.00148,0.014,0.196,0.287,1.203,0.00288,7.9e-05,NA,5.4e-05,1.95e-05,0,0,0,0,0,0.00025,0.0096,NA,8e-07,8e-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0.000754,0.000202,0.004023,0.000403,4e-04,3e-06,6.5e-07,0.0851,NA,0,0,0,3e-06,3e-06,0.0057,0.251,0.931,0.918,1.661,1.775,0.553,0.315,0.904,0.687,0.908,1.36,0.75,1.236,1.983,3.413,1.088,0.894,0.857,NA,0,0,0.053,NA,1.81,0,0,0,0.02,0.02,0.09,1.12,0.57,NA,2.38,0.48,0.06,0,0,NA,NA,0.24,0,0,0,0,0,0,NA,NA,NA,2.62,0.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8775,2.8775
"811","RNFD01200",20.93,5.53,1.5,4.37,145,NA,NA,NA,NA,NA,NA,0,67.67,NA,0,0,607,0,NA,0,0.008,0.00148,0.014,0.196,0.287,1.203,0.00288,7.9e-05,NA,5.4e-05,1.95e-05,0,0,0,0,0,0.00025,0.0096,NA,8e-07,8e-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0.000754,0.000202,0.004023,0.000403,4e-04,3e-06,6.5e-07,0.0851,NA,0,0,0,3e-06,3e-06,0.0057,0.251,0.931,0.918,1.661,1.775,0.553,0.315,0.904,0.687,0.908,1.36,0.75,1.236,1.983,3.413,1.088,0.894,0.857,NA,0,0,0.053,NA,1.81,0,0,0,0.02,0.02,0.09,1.12,0.57,NA,2.38,0.48,0.06,0,0,NA,NA,0.24,0,0,0,0,0,0,NA,NA,NA,2.62,0.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8775,2.8775
"812","RNFD01201",27.52,5.72,0,0.89,162,NA,NA,NA,NA,NA,NA,0,67.29,NA,0,0,676,0,NA,0,0.012,0.00116,0.022,0.156,0.189,0.271,0.00194,6.1e-05,NA,1.9e-05,2.45e-05,0.001025,1.2e-05,1.2e-05,0,0,0.00027,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,5.1e-05,0.000171,0.006505,0.000755,0.000266,6e-06,2.3e-07,0.0738,NA,0,2e-06,0,6e-06,6e-06,0.0054,0.322,1.162,1.453,2.066,2.338,0.762,0.352,1.092,0.929,1.365,1.66,0.855,1.502,2.454,4.122,1.352,1.132,0.947,NA,0,0,0.083,NA,1.572,0,0,0,0,0.021,0.046,1.083,0.376,NA,1.71,1.062,0.047,0.087,0.036,NA,NA,0.27,0,0.031,0.01,0,0.021,NA,NA,NA,NA,2.047,1.313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.110000000000003,0.110000000000003
"813","RNFD01202",23.68,6.86,1.47,1.92,169,NA,NA,NA,NA,NA,NA,0,66.07,NA,0,0,706,0,NA,0,0.012,0.00186,0.02,0.162,0.224,0.518,0.00237,7.4e-05,NA,1.7e-05,2.59e-05,0,0,0,0,0,0.00027,0.0033,NA,3e-07,3e-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0.002,1.4e-05,0.000171,0.006622,0.000686,0.00033,6e-06,2.8e-07,0.074,NA,0,7e-07,0,6e-06,6e-06,0.0054,0.261,1.029,1.183,1.833,2.143,0.661,0.266,0.922,0.895,1.228,1.663,0.708,1.503,2.27,3.765,1.422,1.096,1.04,NA,0,0,0.066,NA,2,0,0,0,0,0.01,0.05,1.22,0.49,NA,1.83,1.46,0.08,0.14,0.03,NA,NA,0.37,0,0.01,0,0.01,0.02,NA,NA,NA,NA,2.26,1.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.135,3.135
"814","RNFD01203",20.93,5.53,1.5,4.37,145,NA,NA,NA,NA,NA,NA,0,67.67,NA,0,0,607,0,NA,0,0.008,0.00148,0.014,0.196,0.287,1.203,0.00288,7.9e-05,NA,5.4e-05,1.95e-05,0,0,0,0,0,0.00025,0.0096,NA,8e-07,8e-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0.000754,0.000202,0.004023,0.000403,4e-04,3e-06,6.5e-07,0.0851,NA,0,0,0,3e-06,3e-06,0.0057,0.251,0.931,0.918,1.661,1.775,0.553,0.315,0.904,0.687,0.908,1.36,0.75,1.236,1.983,3.413,1.088,0.894,0.857,NA,0,0,0.053,NA,1.81,0,0,0,0.02,0.02,0.09,1.12,0.57,NA,2.38,0.48,0.06,0,0,NA,NA,0.24,0,0,0,0,0,0,NA,NA,NA,2.62,0.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8775,2.8775
"815","RNFD01204",21.07,31.65,0.72,5.37,378,NA,0.25,0.02,0,0,0,0,41.19,NA,0,0,1583,0.26,0,0,0.024,0.00136,0.02,0.192,0.363,1.756,0.00267,9.6e-05,NA,0.000948,3.36e-05,9e-04,1.1e-05,1.1e-05,0,0,0.00064,0.0108,NA,9e-07,9e-07,0,0,0,0.00201,0.00019,1e-05,8e-05,0,0.00304,0,0,0.000386,0.000196,0.006105,0.001011,0.000441,0,1.15e-06,0.0726,NA,NA,0,0,0,0,0.0059,0.251,0.926,0.998,1.734,1.874,0.577,0.238,0.875,0.835,1.066,1.357,0.857,1.207,1.971,3.218,0.952,0.852,0.88,0.074,0,0,0.108,0.48,11.418,0,0,0.002,0.048,0.026,0.517,7.046,3.531,0.052,13.433,4.264,0.181,0.136,0.007,0.004,0.053,0.843,0.001,0.243,0.004,0.023,0.021,0,NA,NA,NA,14.717,4.895,0.043,0.147,0.003,0.023,0.393,0,0.064,NA,NA,0.086,0.002,0.174,0.821,13.039,4.113,0.023,0.003,0.121,0.062,0.416,0.064,NA,0,0.178,0.023,0.038,NA,NA,NA,0.043,NA,2.21750000000001,2.21750000000001
"816","RNFD01214",19.25,46.28,1.18,4.74,504,NA,0,0,0,0,0,0,28.55,NA,0,0,2110,0,0,0,0.019,0.00133,0.018,0.158,0.274,1.582,0.00244,9.1e-05,NA,0.001074,2.9e-05,0,0,0,0,0,0.00103,0.0156,NA,NA,1.3e-06,0,0,0,0,0.00011,0,0,0,0,0,0,0.000271,0.000257,0.004987,0.00093,0.000362,5e-06,1.3e-06,0.0512,4.17e-05,0,5.8e-06,0,5e-06,5e-06,0.0028,0.23,0.869,0.901,1.575,1.652,0.511,0.228,0.778,0.661,0.987,1.298,0.688,1.178,1.825,3.009,1.073,0.862,0.771,0.382,0,0,0.097,1.527,17.708,0.003,0.001,0.002,0.028,0.034,1.029,10.316,5.749,0.063,18.69,3.91,0.168,0.113,0.004,0.003,0.218,1.367,0,0.255,0.004,0.004,0.02,NA,NA,NA,NA,20.77,4.458,0.127,0.348,0.004,0.065,1.336,0,0.124,NA,NA,0.18,0.001,0.136,1.303,17.354,3.605,0.004,0.002,0.235,0.065,1.4,0.126,NA,0,0.164,0.018,0.04,NA,0.002,NA,0.037,NA,2.62,2.62
"817","RNFD01219",10.5,19.4,2.6,2.6,230,NA,NA,NA,NA,NA,NA,0,64.9,NA,0,0,962,0,NA,0,0.01,0.00088,0.007,0.049,0.101,0.879,0.0016,3e-05,NA,NA,1.69e-05,0,0,0,0,0,0.00022,0.0075,NA,NA,6e-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,8.7e-05,0.000107,0.001613,0.00035,0.00012,4e-06,1.02e-06,0.0437,NA,NA,1.6e-06,0,4e-06,4e-06,0.0039,0.109,0.357,0.557,0.797,0.791,0.265,0.175,0.425,0.341,0.573,0.707,0.273,0.651,1.005,1.304,1.013,0.606,0.432,NA,0,0,0.087,NA,7.125,0,0,0,0.023,0.015,0.453,4.177,2.457,NA,8.461,0.99,0.299,0,0,NA,NA,1.167,0,0,0,0,0,0,NA,NA,NA,9.628,1.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.34999999999999,3.34999999999999
"818","RNFD01220",33.92,35.09,1.7,5.64,468,NA,NA,NA,NA,NA,NA,0,23.65,NA,0,0,1958,0,NA,0,0.011,0.00095,0.031,0.388,0.499,1.684,0.00306,0.000105,NA,2.2e-05,5.07e-05,0.000925,1.1e-05,1.1e-05,0,0,0.00042,0.0051,NA,4e-07,4e-07,0,0,0,0.00117,0.00052,0,5e-05,1e-05,5e-05,0,0,0.00056,0.000232,0.010457,0.0011,0.000535,0,1.09e-06,0.0895,NA,NA,0,0,0,0,0.0081,0.407,1.504,1.619,2.814,3.041,0.937,0.385,1.421,1.355,1.729,2.203,1.391,1.958,3.198,5.223,1.545,1.382,1.428,0.119,0,0,0.099,0.144,11.964,0,0,0,0,0,0.441,7.635,3.679,0.07,14.342,5.327,0.229,0.168,0.008,0.014,0.006,0.778,0,0.294,0.004,0.006,0.026,NA,NA,NA,NA,15.53,6.112,0.018,0.105,0.002,0.006,0.104,0,0.033,NA,NA,0.047,0,0.224,0.772,14.237,5.247,0.006,0.006,0.105,0.074,0.11,0.033,NA,0,0.223,0.032,0.042,NA,NA,NA,0.049,NA,4.12749999999998,4.12749999999998
"819","RNFD01227",1.45,3.78,22.6,0.51,130,NA,15.17,0,0,1.8,0,0,71.66,NA,0,0,545,16.97,0,0,0.049,9e-05,0.004,0.041,0.065,0.142,0.00016,1.8e-05,NA,1.1e-05,0,0.00015,2e-06,2e-06,0,0,3e-04,0,NA,0,0,0,0,0,1e-05,0.00113,0.00045,NA,NA,NA,NA,2e-04,1.9e-05,7.1e-05,5.7e-05,0.000153,1.9e-05,2e-06,1.5e-07,0.0062,NA,NA,6e-07,0,2e-06,2e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.001,NA,1.016,0.005,0.004,0,0,0,0.01,0.508,0.473,0.015,2.275,0.087,0,0,0,0.009,0,0.005,0,0.007,0,0,0,NA,NA,NA,NA,2.286,0.087,0,0.001,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,22.6,22.6
"820","RNFD01228",2.09,4.6,23.01,0.84,142,NA,15.47,0,0,1.7,0,0,69.46,NA,0.002,0.07,593,17.17,0,0,0.051,0.00127,0.018,0.056,0.184,0.152,0.00034,9.2e-05,NA,0.000118,0,0.00115,1.4e-05,1.4e-05,0,0,0.00031,0,NA,0,0,0,0,1e-06,1e-05,0.00164,0.00063,NA,NA,NA,NA,3e-04,2.4e-05,7.2e-05,0.000123,0.000244,1.8e-05,3e-06,9e-08,0.0095,NA,NA,6e-07,0,3e-06,3e-06,9e-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.001,NA,1.263,0.001,0,0,0,0,0.006,0.58,0.646,0.019,2.718,0.103,0.002,0,0,0.012,0,0.004,0,0.009,0,0,0,NA,NA,NA,NA,2.731,0.105,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,0,0.002,NA,NA,NA,NA,NA,NA,NA,23.06,23.06
"821","RNFD01230",1.95,3.88,21.69,0.64,130,NA,12.55,0,0,2.36,0,0,71.84,NA,0,0,542,14.91,0,0,0.071,0.00011,0.006,0.06,0.092,0.145,0.00022,1.8e-05,NA,1.1e-05,0,0,0,0,0,0,0.00015,0,NA,0,0,0,0,0,2e-05,0.00179,0.00083,NA,NA,NA,NA,3e-04,2.4e-05,9.7e-05,6.5e-05,0.000235,2.4e-05,3e-06,2.1e-07,0.0062,NA,NA,4e-07,0,3e-06,3e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.001,NA,0.962,0.001,0,0,0,0,0.006,0.417,0.511,0.013,2.53,0.072,0,0,0,0.012,0,0,0,0.007,0,0,0,NA,NA,NA,NA,2.538,0.072,0.001,0.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,21.82,21.82
"822","RNFD01231",1.45,3.78,22.6,0.51,130,NA,15.17,0,0,1.8,0,0,71.66,NA,0,0,545,16.97,0,0,0.049,9e-05,0.004,0.041,0.065,0.142,0.00016,1.8e-05,NA,1.1e-05,0,0.00015,2e-06,2e-06,0,0,3e-04,0,NA,0,0,0,0,0,1e-05,0.00113,0.00045,NA,NA,NA,NA,2e-04,1.9e-05,7.1e-05,5.7e-05,0.000153,1.9e-05,2e-06,1.5e-07,0.0062,NA,NA,6e-07,0,2e-06,2e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.001,NA,1.016,0.005,0.004,0,0,0,0.01,0.508,0.473,0.015,2.275,0.087,0,0,0,0.009,0,0.005,0,0.007,0,0,0,NA,NA,NA,NA,2.286,0.087,0,0.001,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,22.6,22.6
"823","RNFD01242",0.51,37.77,0.66,1.52,339,NA,NA,NA,NA,NA,NA,0,59.55,NA,0,0,1417,0,NA,0,0.006,2e-05,0.001,0.005,0.034,0.589,2e-05,0,NA,0,0,0.10805,0.001297,0.001297,0,0,0.01345,0,NA,NA,0,0,0,0,9e-05,0.01238,0.00315,0.00083,0,9e-04,0,1e-04,1.1e-05,5e-06,0,0.000696,0,1e-06,6e-08,0.0124,0,9e-06,7.46e-05,0,1e-06,1e-06,NA,0.007,0.023,0.031,0.05,0.04,0.013,0.005,0.025,0.025,0.034,0.018,0.014,0.018,0.039,0.107,0.011,0.049,0.028,NA,0,0,0,1.359,8.637,0.003,0,0.002,0.018,0.031,0.117,6.183,1.975,0.14,13.731,10.57,1.811,0,0,0.103,0,0.052,0,0.139,0,0.008,0,NA,NA,NA,NA,13.958,12.407,0.006,0.036,0.022,0,1.173,0,0.186,NA,NA,0.012,0.008,0.021,0.052,12.558,10.371,0.008,0.058,0.02,0.006,1.173,0.186,NA,0,1.754,0,0.006,NA,NA,NA,0,NA,0.66,0.66
"824","RNFD01262",5.3,2.4,78.2,9.9,356,NA,NA,NA,NA,NA,NA,0,4.2,NA,0.014,0.473,1488,0.7,NA,6.1,0.126,0.00311,0.089,1.66,1.279,2.838,0.00041,0.000838,NA,0.000703,3.9e-06,0,0,0,0,0,2e-05,0,NA,NA,0,0,0,7e-06,NA,NA,NA,NA,NA,NA,NA,0,2e-05,9e-05,4e-04,5.5e-05,4e-05,6e-06,1e-08,0.0033,NA,NA,4e-07,0,6e-06,6e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0.984,0,0,0,0,0,0.003,0.459,0.523,NA,1.154,0.131,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,1.154,0.131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.3,78.3
"825","RNFD01263",0.3,0.4,93.5,2,379,NA,NA,NA,NA,NA,NA,0,3.9,NA,0,0,1585,79.34,NA,0.6,0.005,8e-05,0,0.002,0.02,0.635,2e-05,2.1e-05,NA,8e-06,9e-07,0,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,1.3e-05,1e-06,0,0,0,0,0,NA,NA,0,0,0,0,NA,0.001,0.009,0.01,0.035,0.006,0.005,0.006,0.013,0.01,0.013,0.012,0.008,0.019,0.02,0.052,0.009,0.024,0.011,NA,0,0,0,NA,0.09,0,0,0,0,0,0,0.09,0,NA,0.03,0.16,0.01,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,0.03,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.55,93.55
